coin_id,year,program,denomination,mint_mark,country,condition,cost,personal_photos,reference_imgs,fully_missing,obverse_url,reverse_url
0eb3910d-667f-4d91-859c-c791e7eadee6,1906,,Barber Silver Dime,,US,Good,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
77a005b6-2b89-489d-9995-d085a24512d8,1906,Barber Dimes,Barber Silver Dimes,P,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ddb214f0-c93a-4c62-bd88-e841df64e8d5,1906,Barber Dimes,Barber Silver Dimes,D,US,Average Circulated,$21.75,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ba3998ec-af88-4fa2-8ac4-a0336a69d57b,1906,Barber Series,Dime,D,US,Average Circulated,$21.75,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d4f3734c-18d6-4701-a6c6-a91b558d673f,1906,Barber Series,Dime,Pending,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
2854ad97-ac57-4eb9-b2d1-b7f6ff2dd714,1906,Barber Silver Quarters,25 Cents,D,US,Ungraded,$26.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
6c3d9ef4-ed2a-4306-9fb0-b18ad2e30d97,1906,Barber Silver Quarters,25 Cents,,US,Ungraded,$26.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ac9bbbda-620d-42af-b3b5-9bf78b23c6d2,1906,Barber Silver Quarters,25 Cents,O,US,Ungraded,$31.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
b4ed25aa-ce68-4fd5-a7d8-b4b997d144dd,1908,,,S,US,Very Good,$157.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d9174e4b-b73b-4a2e-ac44-c9a0abc55ec0,1908,Barber Dimes,Barber Silver Dimes,P,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e8736fe8-20ff-4313-a6f8-240580b16a9f,1908,Barber Dimes,Barber Silver Dimes,D,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0ba688eb-107b-4f17-b2a9-d56bbed3a2b3,1908,Barber Quarters,25 Cents,S,US,Very Good,$95.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
45e34115-3d28-48d8-a1a9-5ff835a0c6d4,1908,Barber Series,Dime,D,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ad6b1c19-c925-4e98-b12b-e19ba498244a,1908,Barber Series,Dime,Pending,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e4730cc7-7518-4a94-b5c9-b3e2d5076236,1908,Barber Silver Quarters,25 Cents,,US,Very Good,$34.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ec9c670a-0d4d-4b2c-95fd-0d0ab1d0b0d0,1908,Barber Silver Quarters,25 Cents,O,US,Good,$39.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
91a7135e-d1a7-42b6-a244-d6908dde8dab,1909,,,,US,Average Circulated,$40.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
24c4cb97-aacd-42f2-8ec9-edcee04f6013,1909,Barber Dimes,Dime,P,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
68c7124a-404c-4c58-bcfb-df23cb634eee,1909,Barber Quarters,25 Cents,,US,Average Circulated,$28.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
8d16f208-b966-4e6b-a013-c0d362e63ed4,1909,Barber Series,Dime,Pending,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
c2f7c264-93df-46f6-9b65-2e631bd0e692,1909,Barber Silver Quarters,25 Cents,O,US,Ungraded,$76.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
dfc7bbbd-8a27-4b81-aa1c-8616b2780d31,1909,Barber Silver Quarters,25 Cents,S,US,AC,$35.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ff28cde5-d91a-4a8f-8212-eb823a8ab319,1909,Barber Silver Quarters,25 Cents,D,US,Extremely Fine,$175.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
568e2764-5b9b-4093-9fee-61a44df017c3,1909,VDB,Penny,,US,Extremely Fine,$189.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ff4f0635-3e6f-4ad8-8521-90419e6c6f07,1910,,Barber Silver Dime,,US,Good,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
6be4f6df-c090-4e06-b972-f74ba1c11975,1910,Barber Dimes,Dime,D,US,Fine,$26.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
733a8c33-66d7-49bc-871d-42ae6b469f50,1910,Barber Dimes,Barber Silver Dimes,P,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
771039bc-e66e-49b7-b42d-e09aa8f195e8,1910,Barber Series,Dime,D,US,Fine,$26.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
eecc2c3c-3297-40ef-b068-53e2dc333bac,1910,Barber Series,Dime,Pending,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
773b5404-0bba-41a5-8ddc-11888b752ea6,1910,Barber Silver Quarters,25 Cents,O,US,Very Good,$40.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
09b67b4f-28ec-4c2f-ad22-e0a2d0c0b89f,1911,Barber Dimes,Barber Silver Dimes,P,US,Good,$16.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
3beb3978-b129-49d9-95e9-f085ba5f4122,1911,Barber Dimes,Barber Silver Dimes,D,US,Very Good,$18.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
8a42c290-5d18-44b1-8581-64faaa2de24b,1911,Barber Dimes,Dime,D,US,,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f0196f02-8321-4db8-b136-36624f366c11,1911,Barber Dimes,Barber Silver Dimes,S,US,Good,$24.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
46e801eb-b730-4548-862b-eef548c7e075,1911,Barber Series,Dime,D,US,Very Good,$18.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
9929ddcb-ab5e-43ca-a485-a28ddc6b8c81,1911,Barber Series,Dime,Pending,US,Good,$16.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
a0df3770-a74a-409d-8b9b-2e205332e1c2,1911,Barber Series,Dime,S,US,Good,$24.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ae1d6fb4-5ec4-4dc7-ab72-811e52f51c94,1911,Barber Series,Dime,D,US,Pending,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
09f9ae67-0a24-4f63-8ff7-ebfed3cd6eed,1911,Barber Silver Quarters,25 Cents,,US,Ungraded,$25.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
cf5fcec2-7116-4c6c-ab0a-fe5e9ec0b052,1911,Barber Silver Quarters,25 Cents,D,US,Very Good,$100.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f6e02f4b-9bad-4208-a5bc-d5fff926ef58,1912,,Barber Silver Dime,D,US,Good,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
025d67c8-4c84-4db5-baa4-d7a8e7fafc64,1912,Barber Dimes,Barber Silver Dimes,D,US,Good,$16.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
22f7b0bd-bbab-4659-b240-75d9f8c2156e,1912,Barber Dimes,Barber Silver Dimes,P,US,Very Good,$17.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
2c68f0d4-86af-42d1-862e-9907fe01a488,1912,Barber Dimes,Dime,S,US,Good,$22.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
dd525b4e-3c3c-4662-9f89-2e0a6441b27c,1912,Barber Dimes,Barber Silver Dimes,P,US,Average Circulated,$19.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
1450b3c7-8114-443d-8ee9-65f56acf403e,1912,Barber Series,Dime,S,US,Good,$22.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
8bb54867-4a88-4699-a280-21082917a3cd,1912,Barber Series,Dime,Pending,US,Average Circulated,$19.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
bd3a4947-d0d4-4b2c-b7c1-f6147704e9de,1912,Barber Series,Dime,Pending,US,Very Good,$17.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ce438c54-ae59-40ec-8327-e98e3450f98d,1912,Barber Series,Dime,D,US,Good,$16.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
2e8b3129-2b53-4976-946d-445589aad881,1912,Barber Silver Quarters,25 Cents,,US,Very Good,$34.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
b1143405-6974-44e7-abf6-a5dfaa1e7655,1912,Barber Silver Quarters,25 Cents,S,US,Very Good,$50.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
2cb78b7e-871f-439e-bbc6-09d41790ab5b,1913,Barber Dimes,Barber Silver Dimes,P,US,Very Good,$14.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ecd7c033-f1ec-4c33-8c97-8019612b984a,1913,Barber Dimes,Barber Silver Dimes,S,US,Fine,$267.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
39b03bc7-175f-4ad0-bab6-859ee90aa73d,1913,Barber Series,Dime,S,US,Fine,$267.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
3d8ab15e-b121-475e-85ea-6fff7588db75,1913,Barber Series,Dime,Pending,US,Very Good,$14.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
af52ee59-c3f9-439d-8e96-112bf0ee0ebc,1913,Barber Silver Quarters,25 Cents,D,US,Fine,$49.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e05e80be-fc2e-4a93-9cef-d172376fdafa,1913,Barber Silver Quarters,25 Cents,S,US,G-4,$2350.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ae83be8e-48fe-4bac-8824-29a606794d11,1914,,Barber Silver Dime,D,US,Good,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
37757e3c-42d8-411a-aeed-6615db5a9f84,1914,Barber Dimes,Barber Silver Dimes,D,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
740a3560-421e-45ea-a580-2cba2aaad907,1914,Barber Dimes,Barber Silver Dimes,S,US,Very Good,$27.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ee95f948-9d05-4d20-b767-925f6606683e,1914,Barber Dimes,Barber Silver Dimes,P,US,Fine,$28.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0bb5b09e-67f3-4834-94e2-58922165d47f,1914,Barber Series,Dime,Pending,US,Fine,$28.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
53bf8c07-9617-49f6-bce7-a8501f3f5f24,1914,Barber Series,Dime,S,US,Very Good,$27.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
727637e4-b6e0-49b1-9723-bbcc3e00e135,1914,Barber Series,Dime,D,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
31e09259-47e9-4e39-83cf-7116eb3a98fa,1914,Barber Silver Quarters,25 Cents,,US,Very Good,$300.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
c361f9db-6fda-47e2-8e11-e9dc82edb238,1914,Barber Silver Quarters,25 Cents,S,US,Very Good,$350.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0c9fc9c8-139f-4bf0-855f-b4c82aa796a5,1915,Barber Dimes,Dime,P,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
7a3827d0-27e0-4245-a3a1-94558f59f067,1915,Barber Dimes,Barber Silver Dimes,S,US,Very Good,$46.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
118a821c-54ba-4b99-8840-9e43ba2f2a5e,1915,Barber Series,Dime,S,US,Very Good,$46.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
b2ce5486-2d51-4a83-82ce-e539c7e191dc,1915,Barber Series,Dime,Pending,US,Very Good,$26.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0ca1a5c8-7700-45db-bc45-1a9e4b7d5fe5,1915,Barber Silver Quarters,25 Cents,,US,Ungraded,$25.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
c6cd9df6-3913-433d-b899-0a2e406cdcff,1915,Barber Silver Quarters,25 Cents,D,US,Ungraded,$26.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e55e44d7-dcd1-42a6-9340-2717cf1c0fad,1915,Barber Silver Quarters,25 Cents,S,US,Good,$75.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
c74b6c38-239f-4a7b-9dc4-7dca50951950,1923,,Nickel,,US,Average Circulated,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
57802f50-bf3c-4105-b5e5-ab8398cf9aaf,1925,,Nickel,,US,Average Circ,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
918fa741-bf52-4e1d-b55b-5728d5591aa3,1925,The U.S. Nickel Collection,Nickel,,US,Ungraded,$7.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
13a074b2-ce24-4f26-ad41-ca8eb651b627,1927,,Nickel,,US,Fine,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
a4f93cf4-cb06-40f8-83cb-52a50401d7c7,1928,,Penny,D,US,Average Circ,$4.45,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f1df1c2a-9094-4293-8dfe-1df7b7bdf4b6,1929,,Penny,D,US,Average Circ,$3.60,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0f60961c-e8ef-4313-80d5-5b6c3e421326,1934,Time Capsule Year Set,5-Coin Set,,US,Circulated,$138.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
84af62f7-8d73-49f1-a527-da0b71edc323,1935,America Revisited Selection Year Set,5-Coin Year Set,,US,Circulated,$102.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
be4cd764-bef8-44c8-a722-ecc8755cca78,1935,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$102.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
84a369ce-0147-45a1-9e33-25ec1cad4154,1936,,Nickel,S,US,Average Circ,$6.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d398c7fe-b1e4-4abf-9285-7d7943538445,1936,,Quarter,,US,Average Circ,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
fcc072f1-7848-49bc-9912-9a0542897c05,1936,Time Capsule Year Set,5-Coin Set,,US,Circulated,$101.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f4db515b-c4d0-4c2a-8bbe-2072b091fa67,1937,Time Capsule Year Set,5-Coin Set,,US,Circulated,$131.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
7cfa382c-a94a-4ce3-a5e9-9649722470eb,1938,,Capped Bust Silver Quarter,,US,Fine,$270.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
42fa434c-53a9-4fd1-ab89-93b4e8ddb8eb,1938,Time Capsule Year Set,5-Coin Set,,US,Circulated,$179.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
923fd8b8-e61d-4158-b369-8c95ac22cb01,1939,America Revisited Club; Time Capsule Year Set,,,US,Circulated,$103.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0b25974f-ad87-4ad5-bf38-e4562d568dcc,1942,,Dime,D,US,Extremely Fine,$18.20,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
72198219-01aa-42fa-a090-8fb11f6d11c3,1942,America Revisited Selection Year Set,5-Coin Year Set,,US,Circulated,$99.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
708a25f4-5cfc-46cd-a416-13adea5bedd0,1942,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$99.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
68fded5b-50cb-4c72-a154-ffcf6a2d9b0d,1944,,Quarter,,US,Average Circ,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e071e851-d1cc-46bb-bcc4-f9fc09cb2140,1946,,Quarter,,US,Average Circ,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
adc9ee72-8610-4542-a6e9-89079406b2b5,1946,"America Revisited Selection, Time Capsule Year Set",5-Coin Set,,US,Circulated,$99.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
8e8e83c8-95ea-419e-ab8d-cad097510582,1947,,Nickel,,US,Average Circulated,$2.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
6bf7abab-c930-488d-9287-a69f8125f523,1948,,Nickel,,US,Average Circulated,$2.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
971d8efe-f4db-42f6-bce4-416777f9d313,1948,,Quarter,,US,Average Circ,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
78e6773b-cf88-41bf-842c-5930b402bcae,1948,Time Capsule Year Set,5-Coin Set,,US,Circulated,$170.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
cebc87cb-147b-4cc3-b652-26e4b563abc1,1949,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,US,Circulated,$112.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
ec9e9bad-452a-4698-97d2-f0f9fc636a52,1949,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$112.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f34563ff-46c3-40f3-a9d6-97f03e75dcba,1950,,Nickel,D,US,Uncirculated,$45.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e693a6cc-c32a-41e4-a720-771b478c2471,1950,Time Capsule Year Set,5-Coin Set,,US,Circulated,$167.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
4b438eca-39de-442e-abe9-017d58bc65f4,1951,Time Capsule Year Set,5-Coin Set,,US,Circulated,$135.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
d925cb06-a008-4576-964e-50dee59c45fa,1953,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,US,Circulated,$96.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
94d79283-e765-4513-af62-ac6316fe9107,1953,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$96.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
6e01950e-b77b-4af9-a60e-5e62f8199dd5,1954,,Nickel,D,US,Circulated,$2.25,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d76d075c-4ef4-4083-a41e-6a85d477ddf8,1954,,Nickel,,US,Average Circ,$1.80,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
74c4aede-d8fa-42ce-bcf4-b838f1829e09,1954,America Revisited Club; Time Capsule Year Set,,,US,Circulated,$94.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f53a7f5a-a2e6-4e8a-afa8-f4844071e9ef,1955,Time Capsule Year Set,5-Coin Set,,US,Circulated,$185.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
498fb5a4-54d5-4aad-b945-250b1d90c7df,1956,Time Capsule Year Set,5-Coin Set,,US,Circulated,$132.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
faab7924-6ba6-4bc9-9a23-ecb30a308a49,1957,,Quarter,,US,Average Circulated,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/kaggle/mi...,
5f9b1232-e3fa-4661-95d6-916d9691b090,1958,,Quarter,D,US,Average Circulated,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
17a4d23a-55d7-4cd9-b848-ec8bf6c2d3b8,1958,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,US,Circulated,$94.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0f8cfb3d-72a4-4b74-b3cf-947e657ddcda,1958,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$94.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
65ebc1f3-be68-488c-857c-2b8ba4cddc76,1959,,Quarter,D,US,Average Circulated,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
53085375-edb5-4a6c-a3b7-855902d54871,1960,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,US,Circulated,$93.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
8dce0b7a-e303-41c3-b449-ffadf818cc9e,1960,Time Capsule Year Set,Mixed US Coin Set,,US,Circulated,$93.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
882bd16b-8e35-4317-b0ac-9ac3e183cb3f,1961,Time Capsule Year Set,5-Coin Set,,US,Circulated,$91.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
6da80064-a092-43ba-9ae7-74802ee6c7f1,1963,Time Capsule Year Set,5-Coin Set,,US,Circulated,$91.50,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
78c1dccc-095e-4538-9893-2d4ad7dd5126,1964,,Nickel,,US,Average Circulated,$1.80,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
c4822c01-ae7f-4de6-b345-9a756dbb3e9e,1964,Time Capsule Year Set,,,US,Circulated,$29.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
5cf1f98e-e04b-4669-a4b4-a1be6bc81d64,1969,,Dime,,US,Uncirculated,$6.05,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
0adb6a72-ba33-4843-8ee1-14422217f0d6,1973,,Dollar,S,US,Uncirculated,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
abee58e3-c5ce-446f-acc6-9296c734d585,1974,,Dollar,S,US,Ch Proof-63,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d934aa4b-ff9d-4b2d-a07b-c13b0ba5fc5b,1975,The U.S. Nickel Collection,Nickel,,US,Ungraded,$7.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
f393a590-04d5-4e8f-b72c-08ba11b770f4,1978,,Dollar,,US,Uncirculated,$18.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
53595b63-0b7c-4715-9c24-e324de3aeb17,1983,Clad Proof Set,Mixed (Proof Set),S,US,Ch Proof-63,$0.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
103e01b4-4960-424c-aed9-1ebbb5682b37,1989,,$1,W,US,PCGS PR70DCAM,2677.33,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_genera...,
fe1f97a1-179b-47f2-9b43-efa03b2b79a0,1993,The U.S. Nickel Collection,Nickel,,US,Ungraded,$7.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
