doc_id,type_label,type_key,denom,year,description,series,status
92fe14e6-968e-456c-a80e-b8c40d5b2325,,other,,,"W-CT- 250 CT Nank of NewEngland Uncut sheet 1,1,2,5 USO 20",,BLANK
51617d29-1663-49cb-ac07-d37d01fc8dab,,other,,1776,2 Continental Currency,,BLANK
bf35ce79-068d-4d96-8b49-70efed55acdc,,other,,1850's,#3 West River Bank Vermont Note Jamaica,,BLANK
f4aa820a-2f49-484e-987b-98fbc2a83188,,other,,1850-60's,7 note set West Riverbank Jamaica VT,,BLANK
bb777fe7-7a21-49dd-aea3-77cbf34ef035,,other,,1864,50 Conferate Note,,BLANK
396a98c6-24d0-4208-b348-c13498690c49,,other,,1886,ilver Certificate Large Size,,BLANK
d9d96ac1-417b-4088-96ea-7aa1f39aea10,,other,,1963,#2 Leal Tender Star Note,,BLANK
8dd18743-92d4-4843-a98a-9c4b0b5e4281,,other,$1,1850's-1860's,"The West River Bank Jamaica Vermont Uncut sheet of 4 ($1, $2, $3, & $5)",,BLANK
ae619cb4-d90b-4bbd-9e63-56d90f24e5d7,,other,$1,1860,$1 Bank of America State of Rhode Island W_RI-820-001-00108,,BLANK
5aa08b79-11af-4fda-b36f-3d3add60886d,,other,$1,1899,$1 Silver Cerificate Large Size Eagle,,BLANK
6253c998-455f-4f21-9d5e-b9a852edd01f,,other,$1,1899,$1 Siver Certificate Eagle Large Size Star Note,,BLANK
673c2847-1ed3-4406-b29e-a8637fd7512a,,silver_certificate,$1,1899,$1silver certificate large size Eagle,,BLANK
12df0fc6-5194-4c7b-8b62-4bea1efb25c4,,other,$1,1899-1918,$1 large size note starter set,,BLANK
d7833c80-d073-4949-94bc-c4d535d86107,,other,$1,1923,$1 Silver Cerificate Large Size,,BLANK
6a1c2e6d-08b4-4782-9862-f12a2f6110ab,,federal_reserve_note,$1,1963A,$1Federal Reserve Note,,BLANK
b448cf38-44d7-4541-a32b-ac378c67c185,,other,$1,1963A,$1 Fedreral Reserve Note,,BLANK
5db38a87-41d9-45fb-a5c8-c5b8c0436672,,federal_reserve_note,$1,1969A,$1Federal Reserve Note,,BLANK
73ea66b9-1630-4572-bbce-5242c0c86389,,federal_reserve_note,$1,1969B,$1Federal Reserve Note,,BLANK
cb217e2d-811f-48ca-87be-559b82694809,,other,$1,1969B,$1 federal reservve note,,BLANK
f4189966-2354-4e73-9d3c-f67cd095b365,,other,$1,1969B,$1 Ferderal Reserve Note,,BLANK
ffb71e8c-3646-4d9e-b468-2d01b8d929d1,,other,$1,1969B,$1 federal reservve note,,BLANK
a8433dfe-cdef-4e97-ac88-97a27e592676,,other,$1,1969D,$1 Ferderal Reserve Note,,BLANK
425e75fa-21a2-413f-aa8b-e0ac6e7b4c09,,federal_reserve_note,$1,1988A,$1Federal Reserve Note,,BLANK
59f0965f-0126-463f-a86b-ad5b847fbd8f,,federal_reserve_note,$1,1993,$1Federal Reserve Note,,BLANK
14e86a13-2b34-431c-83ec-f67d97e47ef9,,other,$1,1999,$1 Ferderal Reserve Star Note,,BLANK
eb22cb95-582b-4a94-b78e-6d81ae7cb4a8,,other,$1,1999,$1 Federl Reserve Note 4 Subject Sheet with Withrow Courtsey Autograph,,BLANK
5d4f37e3-026b-4af1-8c0d-e841fd64c08b,,other,$1,19th Century,"Union County Bank of Plainfield NJ (2) $1, $2, $3 uncut sgeet of 4",,BLANK
72b536b4-f6da-4ce5-bb67-d83ab14d0578,,other,$1,19th century,State Bank of New Brunswick $1 Uncut sheet of 4,,BLANK
0d686842-1033-4755-a635-c0317f2c1e0d,,federal_reserve_note,$1,2003A,$1Federal Reserve Star Note,,BLANK
b79e9dcb-5626-44ce-a69d-0474e02faea1,,other,$1,2003A,$1 Ferderal Reserve Star Note,,BLANK
848ec127-f51c-4870-b438-5e468bf5168f,,other,$10,1800's,$10 canal Bank New Orleans Note with Bank,,BLANK
b0efe82b-310a-4286-b5ef-73084dd0bcbf,,other,$10,1865,$10 State of Georgia Note From Milledgeville,,BLANK
0e9eeec8-dfc5-418c-afc3-597898ff7652,,other,$2,1861,$2 New Orleans Jackson and Great Northern RR Co W-LA 380-002-G050,,BLANK
3b8f8399-1d73-42f7-882e-d540b977ac0f,,other,$20,1864,$20 Confedwrate Note,,BLANK
2ba8c63d-566a-424f-8616-15af3dc51390,,other,$40,1778,$40 continental currency,,BLANK
1bff68c9-9147-4254-84e1-7e2dd743a18a,,other,$5,1847-1850's,$5 Falls Village Connecticut Iron Bank (CT120G8),,BLANK
64182a73-681a-4d78-ab37-1af82e70e44b,,other,$5,1850's-1860's,$5 Falls Village Connecticut Iton Bank (CT120G10C),,BLANK
39e15347-e2eb-4af6-a621-fa3650e9dbe4,,other,$5,1850's-1960's,"$5, $10, and $20  Farmer's Bank of Kentucky three note set",,BLANK
6d74462d-36de-45fb-bb15-cfac379602ec,,other,$5,"1880""s",$5 State of Louisiana Single Bond with red serial number,,BLANK
a4619e29-fd5c-4e2e-812b-b26d57288f21,,other,$5,1914,$5 Federal Rserve Note,,BLANK
21131bc4-b62d-4243-8fdb-e3155aeefbb7,,other,$5,1928B,$5 egal Tender Note,,BLANK
793b8f3e-115e-4f9b-a70f-7c0a311c2e2e,,other,$5,1953B,$5Legal Tender Note,,BLANK
dfea2ebd-8b66-43c8-a21a-02cc02b6aa64,,other,$5,1953C,$5Legal Tender Note,,BLANK
727a1c07-4b0f-46c0-81e7-9123bf8a44ff,,other,5,1862-1869,5c Gractional currency,,BLANK
c0f11f40-29a8-4503-908a-5ba0d269e2c0,,other,$1,1830's,$1 Bamk of Windsor Vermont PMG,,NO_REV
8a457305-0b05-4766-be46-f8aa48e8cc41,,other,$10,1850's-1860's,$10 Falls Village Iton Bank (CT120G14C) PMG EDQ63,,NO_REV
0f2da1a0-1152-45bc-9eba-cae06f0f4a88,,other,$1000,,$1000 3rd Bank of the United States PMG New York Tear Repair Previously Mounted,,NO_REV
0449a33d-a22e-4018-8a79-5ad1b8a7e128,,other,$5,1880,$5 Legal TenderNote large size PMG,,NO_REV
df2e6ec8-ca64-4930-afaa-76c7a55e38a4,,other,$500,,$500 3rd Bank of the United States Philadelphia PA Haxby 3 PCGS,,NO_REV
30e04d0e-972c-4d2e-815b-ae4fcd6b24f2,Bank Note,other,$1,,$1 Farmers Bank of Bucks County Bank Note Hulmeville PA (181-Teen's),,BLANK
5c7a805d-ca39-4cd1-95d9-110fbe46c100,Bank Note,other,$10,1929,$10 Fereral Reserve Bank Note,,BLANK
38f79268-6312-4e7b-9080-7f146190c0fc,Confederate,confederate,$2,1862,$2 Confederate Note,,NO_REV
433f9c5d-223d-4ba4-b6b7-df2be99957f0,Error Note,other,$5,1907,"$5 Ledal Tender Note ""PCBLIC"" Engraving error Reverse",,BLANK
ab4c04f3-692c-4d86-8cf7-474b327aa7e7,Federal Reserve Bank Note,federal_reserve_note,$1,1918,$1 Federal Reserve Bank Note Large Size,,NO_REV
ba8b6759-f931-46d6-acc8-f979d167b0e4,Federal Reserve Bank Note,federal_reserve_note,$1,1918,$1 Federal Reserve Bank Note Large size PMG EPQ 65,,NO_REV
e1e2921b-55fe-480f-9206-d1d7190bc0c4,Federal Reserve Bank Note,federal_reserve_note,$1,1918,$1 Federal Reserve Bank Note large size PCGS PPQ35,,NO_REV
0e6e757c-8579-435f-ba6f-1f1e6c05412b,Federal Reserve Bank Note,federal_reserve_note,$20,1929,$20 Federal Reserve Bank Note,,NO_REV
1a430eea-6a15-4e9a-9515-b67e7860c328,Federal Reserve Bank Note,federal_reserve_note,$20,1929,$20 Federal Reserve Bank Note,,NO_REV
6004dcd6-634e-4cc0-ba5e-41542ae84226,Federal Reserve Bank Note,federal_reserve_note,$20,1929,$20 Federal Reserve Bank Note,,NO_REV
5c213b63-dceb-4ed7-95b0-7d34c7a88b8b,Federal Reserve Bank Note,federal_reserve_note,$5,1929,$5 Federal Reserve Bank Note,,NO_REV
3cb72c6a-9ca1-40a6-aab3-9fbbe4cfdf1a,Federal Reserve Note,federal_reserve_note,$10,1934,$10 Federal Reserve Note,,BLANK
382cf23c-b60d-4bff-8b1e-f0f96b1b1c60,Federal Reserve Note,federal_reserve_note,$10,1934A,$10 Federal Reserve Note,,BLANK
a22becee-0cbd-459b-a3c1-cf8e321d9707,Federal Reserve Note,federal_reserve_note,$10,1934A,$10 Federal Reserve Note,,BLANK
c8222810-d0aa-4e23-9ed7-fe3b246bf00f,Federal Reserve Note,federal_reserve_note,$10,1934A,$10 Federal Reserve Note Hawaii,,BLANK
f30166f8-3f2c-4177-9050-79262b0d8f13,Federal Reserve Note,federal_reserve_note,$10,1934C,$10 Federal Reserve Note,,BLANK
498b1b5f-45e3-42c5-be38-4cbc3efea64d,Federal Reserve Note,federal_reserve_note,$10,1950C,$10 Federal Reserve Note,,BLANK
18f617df-fd26-4eac-a5e6-02c38c3550c8,Federal Reserve Note,federal_reserve_note,$10,1999,$10 Federal Reserve Star Note,,BLANK
16012432-73c3-4fa6-957b-2e45adade209,Federal Reserve Note,federal_reserve_note,$100,1934,$100 Federal Reserve Note,,BLANK
858bd0d0-3c85-468c-9644-87d89aa75e0e,Federal Reserve Note,federal_reserve_note,$2,1978,$2 federal reserve Note,,BLANK
b4ab6acc-0e3d-4fbe-9fa1-7a657b05686b,Federal Reserve Note,federal_reserve_note,$2,1995,$2 Federal Reserve Note with courtsey signed Mary Ellen Withrow Autograph (FR1936F),,BLANK
f6b100d2-d353-488a-9fbb-486177e300cf,Federal Reserve Note,federal_reserve_note,$2,1995,$2 Federal Reserve Note,,BLANK
f9950251-a300-49b0-8ce0-9e8a7c34023e,Federal Reserve Note,federal_reserve_note,$2,1995,$2 federal reserve star note,,BLANK
b4492142-593e-4f87-960a-536db5224c48,Federal Reserve Note,federal_reserve_note,$2,2003,$2 Federal reserve star note,,BLANK
3f6c909c-2825-4cfc-9ed0-db18c7bdd83d,Federal Reserve Note,federal_reserve_note,$2,2003A,$2 Federal Reserve Note,,BLANK
be97b17d-e346-4213-b123-71f7a59fb3d6,Federal Reserve Note,federal_reserve_note,$2,2003A,$2 Federal Reserve Note,,BLANK
c549ddae-778b-4eec-8b33-2010fc13355f,Federal Reserve Note,federal_reserve_note,$2,2003A,$2 federal reserve note,,BLANK
d3aabb05-5708-4ea5-b2d3-d6307d49c01b,Federal Reserve Note,federal_reserve_note,$2,2003A,$2 Federal Reserve Note,,BLANK
e71e9192-1ba6-4f18-a614-3b31b268b5eb,Federal Reserve Note,federal_reserve_note,$2,2013,$2 federal reserve note,,BLANK
f7d7f452-e40b-4ed2-a45c-1a2e75d7af09,Federal Reserve Note,federal_reserve_note,$2,2013,$2 Federal Reserve Note,,BLANK
262f5088-541a-4192-bf5c-05338eb37873,Federal Reserve Note,federal_reserve_note,$20,1934,$20 Federal Reserve Note Hawaii,,BLANK
4132586e-7905-4f23-a102-b4c6a08d92c6,Federal Reserve Note,federal_reserve_note,$20,1934,$20 Federal Reserve Note,,BLANK
4aac02fd-b73a-4048-891c-1e4eec816c54,Federal Reserve Note,federal_reserve_note,$20,1934A,$20 Federal Reserve Note,,BLANK
a305e205-af44-460e-8d98-54e1ebd3891a,Federal Reserve Note,federal_reserve_note,$20,1934A,$20 Federal Reserve Note Hawaii,,BLANK
9a1a7689-e753-4199-9db8-ea4d90ecc18d,Federal Reserve Note,federal_reserve_note,$5,1928A,$5 Federal Reserve Note,,BLANK
a178a481-fdbd-4aa4-9814-8c9e98e53863,Federal Reserve Note,federal_reserve_note,$5,1934A,$5 Federal Reserve Note Hawaii,,BLANK
abce5a9c-25b1-4bbc-961f-50b0d1397521,Federal Reserve Note,federal_reserve_note,$5,1999,$5 federal reserve star note,,BLANK
6237c14b-50d7-42ad-bd87-13a521ebbc4b,Federal Reserve Note,federal_reserve_note,$5,2001,$5 Federal Reserve Star Note,,BLANK
44c4dbbf-eddd-4f94-a78c-b86b61577d73,Federal Reserve Note,federal_reserve_note,$5,2003,$5 Federal Reserve Note,,BLANK
e94f7f6a-d924-4930-aeee-0093045ad0ea,Federal Reserve Note,federal_reserve_note,$5,2003,$5 Federal Reserve Star Note,,BLANK
28a51acd-4908-4f61-aab6-4ed308a65d17,Federal Reserve Note,federal_reserve_note,$5,2013,$5 Federal Reserve Star Note,,BLANK
a89c4662-dcbb-4b53-a4b3-171ff779e1a0,Federal Reserve Note,federal_reserve_note,$50,1934,$50 Federal Reserve Note,,BLANK
bdc7e4c8-e220-4714-917e-e65844c9a0e9,Federal Reserve Note,federal_reserve_note,$500,1934,$500 Federal Reserve Note,,BLANK
f8410502-4f22-4ac6-a104-ce8c7d5ad0b4,Federal Reserve Note,federal_reserve_note,$1,1939A,$1 federal reserve star Note,,NO_OBV
6c58710e-52f8-415c-8d6e-5c46884aef32,Federal Reserve Note,federal_reserve_note,$1,1959D,$1 Federal Reserve Note,,NO_OBV
00d5f6a9-d781-4659-8de4-3c49f65ad655,Federal Reserve Note,federal_reserve_note,$1,1963,$1 Federal Reserve Note,,NO_OBV
90dfb6b0-23ba-46b2-8ed0-cec8357721d8,Federal Reserve Note,federal_reserve_note,$1,1963,$1 Federal Reserve Note,,NO_OBV
db32c602-6299-4498-b8a2-7c7167e8cd11,Federal Reserve Note,federal_reserve_note,$1,1963,$1 Federal Reserve Note,,NO_OBV
e3b8bbf9-4416-447d-a124-a1ce8c3d8335,Federal Reserve Note,federal_reserve_note,$1,1963,$1 Federal Reserve Note,,NO_OBV
4ca0b227-da9f-47a7-8c7d-8f884abb4efa,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Star Note,,NO_OBV
4d73a2d7-19ee-4baa-88d6-d34c1c809a4e,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Note,,NO_OBV
71981b7b-fd61-4843-ac3e-905d79663bc9,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 federal reserve note,,NO_OBV
736e295f-fb3e-4dd9-9cfe-5c70d5bae1ee,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Star Note,,NO_OBV
9fafab17-5eeb-478b-9935-156a8b525f08,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Note,,NO_OBV
bcaeb92a-c7f2-489f-8da4-7f423b8c812e,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Note,,NO_OBV
c33678b2-58b4-4778-b24c-4480a01f3e12,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 federal reserve Star Note,,NO_OBV
c35fa411-9f3b-4864-829f-d45fab43f053,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Note,,NO_OBV
c70e382f-ca6f-4702-8e41-c9d7cce4c425,Federal Reserve Note,federal_reserve_note,$1,1963A,$1 Federal Reserve Note,,NO_OBV
35843f61-f70a-4517-a683-14e542e84053,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Note,,NO_OBV
3fe512dc-0f10-47c7-9316-c963487db94c,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Star Note,,NO_OBV
4087d404-6155-4e83-be53-4532d4be65f1,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 federal reserve Note,,NO_OBV
44fc8897-4d07-414d-b660-e31cf4ed449d,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Star Note,,NO_OBV
653fc0f5-ad69-4ba3-b3f6-4f68e4b58157,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Note,,NO_OBV
8a12443b-5e5b-4035-be63-cfbdf7277e86,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Star Note,,NO_OBV
b6d22d4c-694a-4e98-b331-31f7c943d8ea,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Star Note,,NO_OBV
ccf39c49-31d9-4a5d-9e7b-7dbb60d44d7e,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Note,,NO_OBV
f3a6fb42-e0a4-4ce2-8de8-779354a37fba,Federal Reserve Note,federal_reserve_note,$1,1963B,$1 Federal Reserve Note,,NO_OBV
1342dc86-e12d-4f0b-9aa7-218b4f8e0c61,Federal Reserve Note,federal_reserve_note,$1,1969,$1 federal reserve note,,NO_OBV
54cce273-e8b3-4f2d-a2f1-8903f8ca5fef,Federal Reserve Note,federal_reserve_note,$1,1969,$1 federal reserve Note,,NO_OBV
5da6f840-f718-438d-8da5-0d79b222c5c7,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Note,,NO_OBV
670d2624-2ec4-4eee-b1e3-361df0a947d5,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Star Note,,NO_OBV
78964ea8-f910-4c99-aad1-09b056a5da87,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Note,,NO_OBV
a590dc39-caf4-4854-b91f-587fd022c0c4,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Note,,NO_OBV
cf95f460-5165-473c-ab9d-d6736956b81a,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Star Note,,NO_OBV
d2f80645-f050-40f2-894f-fd4126c66c9c,Federal Reserve Note,federal_reserve_note,$1,1969,$1 Federal Reserve Note,,NO_OBV
2cc5cf72-2f53-4046-9b93-4665f8199bc1,Federal Reserve Note,federal_reserve_note,$1,1969A,$1 Federal Reserve Note,,NO_OBV
92b098d0-a20c-43bf-96d8-530355c6e2aa,Federal Reserve Note,federal_reserve_note,$1,1969A,$1 federal reserve star note,,NO_OBV
b542e73a-3dd6-4722-a0b6-f96602067680,Federal Reserve Note,federal_reserve_note,$1,1969A,$1 Federal Reserve Note,,NO_OBV
588e615b-f9df-4cea-ae32-762ba042a9f8,Federal Reserve Note,federal_reserve_note,$1,1969B,$1 Federal Reserve Note,,NO_OBV
72dd4025-dc06-4d6e-9f6e-f540d58f978c,Federal Reserve Note,federal_reserve_note,$1,1969B,$1 Federal Reserve Note,,NO_OBV
a870b80d-bd71-458a-aa99-c0bdaff79464,Federal Reserve Note,federal_reserve_note,$1,1969B,$1 Federal Reserve Note,,NO_OBV
b7d78c3f-079b-474f-ae8a-845acf1885bd,Federal Reserve Note,federal_reserve_note,$1,1969B,$1 Federal Reserve Note,,NO_OBV
6cad1a04-6b0d-4826-b6d2-2b0a54faf2b8,Federal Reserve Note,federal_reserve_note,$1,1969C,$1 Federal Reserve Star Note,,NO_OBV
82830af1-ae4b-43f9-9f3d-f3e72c0da18f,Federal Reserve Note,federal_reserve_note,$1,1969C,$1 Federal Reserve Star Note,,NO_OBV
bb0d8d9a-8549-482e-974e-ea0b776d9aa2,Federal Reserve Note,federal_reserve_note,$1,1969C,$1 federal reserve note,,NO_OBV
f772e254-469e-42af-bc18-9bf15a85709a,Federal Reserve Note,federal_reserve_note,$1,1969D,$1 Federal Reserve Note,,NO_OBV
8e566f52-1849-4925-820f-566c9c658513,Federal Reserve Note,federal_reserve_note,$1,1974,$1 Federal Reserve Note,,NO_OBV
5615c7fc-25e8-410d-9807-79d794bf7cfe,Federal Reserve Note,federal_reserve_note,$1,1977,$1 Federal Reserve Note,,NO_OBV
83d00497-0d52-4dc3-aab1-0bd191285a02,Federal Reserve Note,federal_reserve_note,$1,1977,$1 Federal Reserve Note,,NO_OBV
