Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse Image,Has Reverse Image,AI_Audited_Status
coin,American Silver Eagles,One Dollar,1991,S,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1992,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1992,S,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1993,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1993,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1994,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1994,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1995,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1995,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1995,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1996,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1996,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1997,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1997,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1998,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1998,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1999,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,1999,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2000,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2000,P,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2001,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2001,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2002,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2002,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2003,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2003,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2004,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2004,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2005,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2005,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2006,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2006,P,Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2006,W,Burnished Uncirculated,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2006,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2007,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2007,W,Burnished Uncirculated,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2007,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2008,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2008,W,Burnished Uncirculated,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2008,W,Reverse of 2007,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2008,W,Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2009,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2010,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2010,W,Proof,Yes,No,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2010,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2010,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2010,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2010,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2010,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2011,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2011,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2011,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2011,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2011,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2012,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2012,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2012,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2012,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2012,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2013,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2013,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2013,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2013,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2013,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2014,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2014,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2014,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2014,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2014,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,P,Homestead Doubled Die Reverse,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2015,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2016,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2016,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2016,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2016,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2016,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2017,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2017,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2017,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2017,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2017,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2018,S,Reverse Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2019,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2019,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2019,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2019,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2019,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,P,Weir Farm Doubled Die Reverse,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2020,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2021,P,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2021,D,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2021,S,,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2021,S,Clad Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2021,S,Silver Proof,Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2024,P,,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2024,D,,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2024,S,,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2026,P,Liberty Bell 250 Privy Mark,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2026,D,Liberty Bell 250 Privy Mark,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2026,S,Liberty Bell 250 Privy Mark Proof,Yes,Yes,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,2026,W,Liberty Bell 250 Privy Mark,Yes,Yes,No,Yes
coin,Barber Quarters,Quarter Dollar,1892,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1892,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1892,O,Micro O,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1892,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1893,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1893,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1893,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1894,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1894,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1894,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1895,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1895,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1895,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1896,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1896,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1896,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1897,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1897,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1897,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1898,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1898,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1898,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1899,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1899,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1899,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1900,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1900,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1900,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1901,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1901,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1901,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1902,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1902,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1902,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1903,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1903,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1903,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1904,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1904,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1905,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1905,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1905,O,Micro O,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1905,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1906,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1906,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1906,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1907,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1907,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1907,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1907,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1908,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1908,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1908,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1908,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1909,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1909,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1909,O,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1909,O,O over Horizontal O,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1909,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1910,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1910,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1911,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1911,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1911,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1912,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1912,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1913,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1913,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1913,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1914,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1914,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1914,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1915,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1915,D,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1915,S,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1916,P,,Yes,Yes,Yes,Yes
coin,Barber Quarters,Quarter Dollar,1916,D,,Yes,Yes,Yes,Yes
coin,American Silver Eagles,One Dollar,2011,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2011,P,Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2011,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2011,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2012,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2012,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2012,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2012,S,Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2013,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2013,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2013,W,Enhanced Uncirculated,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2013,W,Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2014,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2014,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2015,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2015,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2016,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2016,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2017,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2017,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2017,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2018,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2018,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2018,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2018,S,Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2019,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2019,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2019,W,Enhanced Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2019,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2019,S,Enhanced Reverse Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2020,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2020,P,Emergency Issue (Struck at Philadelphia),Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2020,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2020,W,V75 Privy Mark,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2020,S,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2021,Type,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2021,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2022,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2022,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2023,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2023,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2024,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2024,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2025,P,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2025,W,,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2026,P,Liberty Bell 250 Privy Mark,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2026,D,Liberty Bell 250 Privy Mark,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2026,S,Liberty Bell 250 Privy Mark Proof,Yes,No,No,Yes
coin,American Silver Eagles,One Dollar,2026,W,Liberty Bell 250 Privy Mark Proof,Yes,No,No,Yes
coin,Barber Dimes,One Dime,2024,P,,Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2024,D,,Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2024,S,,Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2026,P,Liberty Bell 250 Privy Mark,Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2026,D,Liberty Bell 250 Privy Mark,Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2026,S,Liberty Bell 250 Privy Mark (Proof),Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,2026,W,Liberty Bell 250 Privy Mark (Uncirculated),Yes,Yes,Yes,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,P,Cheerios Dollar (Bold Tail Feathers),Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,P,Wounded Eagle,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,P,Goodacre Specimen,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,P,Mule (Quarter Obverse / Dollar Reverse),Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2000,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2001,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2001,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2001,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2002,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2002,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2002,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2003,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2003,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2003,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2004,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2004,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2004,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2005,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2005,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2005,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2005,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2005,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2006,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2006,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2006,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2006,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2006,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2007,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2007,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2007,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2007,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2007,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2008,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2008,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2008,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2008,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2008,S,,No,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2009,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2009,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2009,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2009,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2009,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2010,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2010,P,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2010,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2010,D,Satin Finish,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2010,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2011,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2011,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2011,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2012,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2012,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2012,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2013,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2013,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2013,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2014,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2014,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2014,D,Enhanced Uncirculated,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2014,S,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2015,P,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2015,P,Enhanced Uncirculated,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2015,D,,Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,2015,S,,Yes,No,No,Yes
