Count,Year,Mint,Denomination,Program/Series,Theme/Subject,Resolved_Program,Resolved_Subject,Best_Key_Tried
1,1997,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1997_D_kennedy-half-dollar
1,1997,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1997_lincoln-cent
1,1997,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1997_S_lincoln-cent
1,1997,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1997_D_lincoln-cent
1,1997,S,Quarter,Washington Silver Quarter,,quarter,,1997_S_quarter
1,1997,,Quarter,Washington Silver Quarter,,quarter,,1997_quarter
1,1997,P,Quarter,Washington Silver Quarter,,quarter,,1997_P_quarter
1,1997,D,Quarter,Washington Silver Quarter,,quarter,,1997_D_quarter
1,1998,D,Dime,Roosevelt Dimes,,dime,,1998_D_dime
1,1998,P,Dime,Roosevelt Dimes,,dime,,1998_P_dime
1,1998,P,Dollar,American Eagle,,american-eagle-silver,,1998_P_american-eagle-silver
1,1998,,Dollar,American Eagle,,american-eagle-silver,,1998_american-eagle-silver
1,1998,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1998_D_kennedy-half-dollar
1,1998,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1998_lincoln-cent
1,1998,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1998_S_lincoln-cent
1,1998,D,Quarter,Washington Silver Quarter,,quarter,,1998_D_quarter
1,1998,P,Quarter,Washington Silver Quarter,,quarter,,1998_P_quarter
1,1999,P,Dime,Roosevelt Dimes,,dime,,1999_P_dime
1,1999,D,Dime,Roosevelt Dimes,,dime,,1999_D_dime
1,1999,P,Dollar,American Eagle,,american-eagle-silver,,1999_P_american-eagle-silver
1,1999,S,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1999_S_lincoln-cent
1,1999,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1999_lincoln-cent
1,2000,D,Dime,Roosevelt Dimes,,dime,,2000_D_dime
1,2000,P,Dime,Roosevelt Dimes,,dime,,2000_P_dime
1,2000,P,Dollar,American Eagle,,american-eagle-silver,,2000_P_american-eagle-silver
1,2000,,Dollar,American Eagle,,american-eagle-silver,,2000_american-eagle-silver
1,2000,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2000_P_kennedy-half-dollar
1,2000,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2000_D_kennedy-half-dollar
1,2000,S,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,2000_S_lincoln-cent
1,2000,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,2000_lincoln-cent
1,2001,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2001_D_native-american-dollar
1,2001,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2001_S_native-american-dollar
1,2001,D,Dime,Roosevelt Dimes,,dime,,2001_D_dime
1,2001,,Dollar,American Eagle,,american-eagle-silver,,2001_american-eagle-silver
1,2001,W,Dollar,American Eagle,,american-eagle-silver,,2001_W_american-eagle-silver
1,2001,S,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,2001_S_lincoln-cent
1,2001,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,2001_lincoln-cent
1,2002,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2002_D_native-american-dollar
1,2002,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2002_S_native-american-dollar
1,2002,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2002_P_native-american-dollar
1,2002,D,Dime,Roosevelt Dimes,,dime,,2002_D_dime
1,2002,P,Dime,Roosevelt Dimes,,dime,,2002_P_dime
1,2002,W,Dollar,American Eagle,,american-eagle-silver,,2002_W_american-eagle-silver
1,2002,,Dollar,American Eagle,,american-eagle-silver,,2002_american-eagle-silver
1,2002,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2002_D_kennedy-half-dollar
1,2002,S,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2002_S_kennedy-half-dollar
1,2002,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2002_lincoln-cent
1,2002,S,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,2002_S_lincoln-cent
1,2003,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2003_S_native-american-dollar
1,2003,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2003_P_native-american-dollar
1,2003,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2003_D_native-american-dollar
1,2003,W,Dollar,American Eagle,,american-eagle-silver,,2003_W_american-eagle-silver
1,2003,,Dollar,American Eagle,,american-eagle-silver,,2003_american-eagle-silver
1,2003,,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,2003_jefferson-nickel
1,2003,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2003_D_lincoln-cent
1,2003,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2003_lincoln-cent
1,2003,S,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,2003_S_lincoln-cent
1,2003,D,Roosevelt Dime,Roosevelt Dime,,dime,,2003_D_dime
1,2003,P,Roosevelt Dime,Roosevelt Dime,,dime,,2003_P_dime
1,2004,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2004_S_native-american-dollar
1,2004,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2004_P_native-american-dollar
1,2004,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2004_D_native-american-dollar
1,2004,D,Dime,Roosevelt Dimes,,dime,,2004_D_dime
1,2004,P,Dime,Roosevelt Dimes,,dime,,2004_P_dime
1,2004,W,Dollar,American Eagle,,american-eagle-silver,,2004_W_american-eagle-silver
1,2004,,Dollar,American Eagle,,american-eagle-silver,,2004_american-eagle-silver
1,2004,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2004_D_kennedy-half-dollar
1,2004,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2004_P_kennedy-half-dollar
1,2004,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,2004_S_lincoln-cent
1,2005,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2005_D_native-american-dollar
1,2005,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2005_S_native-american-dollar
1,2005,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2005_P_native-american-dollar
1,2005,W,Dollar,American Eagle,,american-eagle-silver,,2005_W_american-eagle-silver
1,2005,,Dollar,American Eagle,,american-eagle-silver,,2005_american-eagle-silver
1,2006,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2006_S_native-american-dollar
1,2006,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2006_P_native-american-dollar
1,2006,D,Dime,Roosevelt Dimes,,dime,,2006_D_dime
1,2006,P,Dime,Roosevelt Dimes,,dime,,2006_P_dime
1,2006,,Dollar,American Eagle,,american-eagle-silver,,2006_american-eagle-silver
1,2006,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2006_D_kennedy-half-dollar
1,2006,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2006_kennedy-half-dollar
1,2006,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2006_P_kennedy-half-dollar
1,2006,P,Nickel,Return to Monticello,,nickel,,2006_P_nickel
1,2006,S,Nickel,Return to Monticello,,nickel,,2006_S_nickel
1,2006,S,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,2006_S_lincoln-cent
1,2007,D,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2007_D_native-american-dollar
1,2007,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2007_P_native-american-dollar
1,2007,P,Dime,Roosevelt Dimes,,dime,,2007_P_dime
1,2007,,Dollar,American Eagle,,american-eagle-silver,,2007_american-eagle-silver
1,2007,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2007_P_kennedy-half-dollar
1,2007,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2007_D_kennedy-half-dollar
1,2007,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,2007_lincoln-cent
1,2007,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,2007_D_lincoln-cent
1,2007,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,2007_S_lincoln-cent
1,2008,P,1,Presidential Dollars,James Monroe,presidential-dollars,james-monroe,2008_P_james-monroe_presidential-dollars
1,2008,S,1,Presidential Dollars,Andrew Jackson,presidential-dollars,andrew-jackson,2008_S_andrew-jackson_presidential-dollars
1,2008,S,1,Presidential Dollars,James Monroe,presidential-dollars,james-monroe,2008_S_james-monroe_presidential-dollars
1,2008,D,1,Presidential Dollars,John Quincy Adama,presidential-dollars,,2008_D_presidential-dollars
1,2008,P,1,Presidential Dollars,Andrew Jackson,presidential-dollars,andrew-jackson,2008_P_andrew-jackson_presidential-dollars
1,2008,P,1,Presidential Dollars,Martin Van Buren,presidential-dollars,martin-van-buren,2008_P_martin-van-buren_presidential-dollars
1,2008,S,1,Presidential Dollars,John Quincy Adams,presidential-dollars,john-quincy-adams,2008_S_john-quincy-adams_presidential-dollars
1,2008,S,1,Presidential Dollars,Martin Van Buren,presidential-dollars,martin-van-buren,2008_S_martin-van-buren_presidential-dollars
1,2008,S,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2008_S_native-american-dollar
1,2008,P,1 Dollar,Sacagawea Dollar,Sacagawea,native-american-dollar,,2008_P_native-american-dollar
1,2008,P,Dime,Roosevelt Dimes,,dime,,2008_P_dime
1,2008,D,Dime,Roosevelt Dimes,,dime,,2008_D_dime
1,2008,,Dollar,American Eagle,,american-eagle-silver,,2008_american-eagle-silver
1,2009,P,Dime,Roosevelt Dimes,,dime,,2009_P_dime
1,2009,D,Dime,Roosevelt Dimes,,dime,,2009_D_dime
1,2009,,Dollar,American Eagle,,american-eagle-silver,,2009_american-eagle-silver
1,2009,S,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,2009_S_jefferson-nickel
1,2010,S,1,Presidential Dollars,Millard Fillmore,presidential-dollars,millard-fillmore,2010_S_millard-fillmore_presidential-dollars
1,2010,D,1,Presidential Dollars,Abraham Lincoln,presidential-dollars,abraham-lincoln,2010_D_abraham-lincoln_presidential-dollars
1,2010,P,1,Presidential Dollars,James Buchanan,presidential-dollars,james-buchanan,2010_P_james-buchanan_presidential-dollars
1,2010,P,1,Presidential Dollars,Millard Fillmore,presidential-dollars,millard-fillmore,2010_P_millard-fillmore_presidential-dollars
1,2010,P,1,Presidential Dollars,Abraham Lincoln,presidential-dollars,abraham-lincoln,2010_P_abraham-lincoln_presidential-dollars
1,2010,D,1,Presidential Dollars,James Buchanan,presidential-dollars,james-buchanan,2010_D_james-buchanan_presidential-dollars
1,2010,S,1,Presidential Dollars,James Buchanan,presidential-dollars,james-buchanan,2010_S_james-buchanan_presidential-dollars
1,2010,S,1,Presidential Dollars,Franklin Pierce,presidential-dollars,franklin-pierce,2010_S_franklin-pierce_presidential-dollars
1,2010,D,1,Presidential Dollars,Millard Fillmore,presidential-dollars,millard-fillmore,2010_D_millard-fillmore_presidential-dollars
1,2010,P,1,Presidential Dollars,Franklin Pierce,presidential-dollars,franklin-pierce,2010_P_franklin-pierce_presidential-dollars
1,2010,P,Dime,Roosevelt Dimes,,dime,,2010_P_dime
1,2010,D,Dime,Roosevelt Dimes,,dime,,2010_D_dime
1,2010,W,Dollar,American Eagle,,american-eagle-silver,,2010_W_american-eagle-silver
1,2010,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2010_D_kennedy-half-dollar
1,2010,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2010_P_kennedy-half-dollar
1,2010,S,Penny,Lincoln Shield Cent,Lincoln Shield,lincoln-cent,,2010_S_lincoln-cent
1,2010,P,Penny,Lincoln Cent,"Abraham Lincoln, Union Shield",lincoln-cent,,2010_P_lincoln-cent
1,2010,,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,2010_lincoln-cent
1,2011,D,Dime,Roosevelt Dimes,,dime,,2011_D_dime
1,2011,P,Dime,Roosevelt Dimes,,dime,,2011_P_dime
1,2011,,Dollar,American Eagle,,american-eagle-silver,,2011_american-eagle-silver
1,2011,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2011_lincoln-cent
1,2011,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,2011_S_lincoln-cent
1,2012,D,Dime,Roosevelt Dimes,,dime,,2012_D_dime
1,2012,P,Dime,Roosevelt Dimes,,dime,,2012_P_dime
1,2012,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,2012_lincoln-cent
1,2012,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,2012_S_lincoln-cent
1,2013,D,1,Presidential Dollars,William McKinley,presidential-dollars,william-mckinley,2013_D_william-mckinley_presidential-dollars
1,2013,D,1,Presidential Dollars,Woodrow Wilson,presidential-dollars,woodrow-wilson,2013_D_woodrow-wilson_presidential-dollars
1,2013,S,1,Presidential Dollars,Woodrow Wilson,presidential-dollars,woodrow-wilson,2013_S_woodrow-wilson_presidential-dollars
1,2013,P,1,Presidential Dollars,Woodrow Wilson,presidential-dollars,woodrow-wilson,2013_P_woodrow-wilson_presidential-dollars
1,2013,S,1,Presidential Dollars,William H Taft,presidential-dollars,,2013_S_presidential-dollars
1,2013,P,1,Presidential Dollars,William H Taft,presidential-dollars,,2013_P_presidential-dollars
1,2013,D,1,Presidential Dollars,William H Taft,presidential-dollars,,2013_D_presidential-dollars
1,2013,S,1,Presidential Dollars,William McKinley,presidential-dollars,william-mckinley,2013_S_william-mckinley_presidential-dollars
1,2013,P,1,Presidential Dollars,William McKinley,presidential-dollars,william-mckinley,2013_P_william-mckinley_presidential-dollars
1,2013,S,1,Presidential Dollars,Theodore Roosevelt,presidential-dollars,theodore-roosevelt,2013_S_theodore-roosevelt_presidential-dollars
1,2013,D,1,Presidential Dollars,Theodore Roosevelt,presidential-dollars,theodore-roosevelt,2013_D_theodore-roosevelt_presidential-dollars
1,2013,P,1,Presidential Dollars,Theodore Roosevelt,presidential-dollars,theodore-roosevelt,2013_P_theodore-roosevelt_presidential-dollars
1,2013,D,Dime,Roosevelt Dimes,,dime,,2013_D_dime
1,2013,P,Dime,Roosevelt Dimes,,dime,,2013_P_dime
1,2013,W,Dollar,American Eagle Two-Coin Set,,dollar,,2013_W_dollar
1,2013,,Dollar,American Eagle,,american-eagle-silver,,2013_american-eagle-silver
1,2014,S,1,Presidential Dollars,Warren Harding,presidential-dollars,warren-harding,2014_S_warren-harding_presidential-dollars
1,2014,P,1,Presidential Dollars,Herbert Hoover,presidential-dollars,herbert-hoover,2014_P_herbert-hoover_presidential-dollars
1,2014,D,1,Presidential Dollars,"Franklin D, Roosevelt",presidential-dollars,,2014_D_presidential-dollars
1,2014,D,1,Presidential Dollars,Herbert Hoover,presidential-dollars,herbert-hoover,2014_D_herbert-hoover_presidential-dollars
1,2014,P,1,Presidential Dollars,Warren Harding,presidential-dollars,warren-harding,2014_P_warren-harding_presidential-dollars
1,2014,S,1,Presidential Dollars,Calvin Coolidge,presidential-dollars,calvin-coolidge,2014_S_calvin-coolidge_presidential-dollars
1,2014,S,1,Presidential Dollars,Franklin D. Roosevelt,presidential-dollars,,2014_S_presidential-dollars
1,2014,P,1,Presidential Dollars,Franklin D. Roosevelt,presidential-dollars,,2014_P_presidential-dollars
1,2014,D,1,Presidential Dollars,Calvin Coolidge,presidential-dollars,calvin-coolidge,2014_D_calvin-coolidge_presidential-dollars
1,2014,D,1,Presidential Dollars,Warren Harding,presidential-dollars,warren-harding,2014_D_warren-harding_presidential-dollars
1,2014,P,1,Presidential Dollars,Calvin Coolidge,presidential-dollars,calvin-coolidge,2014_P_calvin-coolidge_presidential-dollars
1,2014,S,1,Presidential Dollars,Herbert Hoover,presidential-dollars,herbert-hoover,2014_S_herbert-hoover_presidential-dollars
1,2014,P,Dime,Roosevelt Dimes,,dime,,2014_P_dime
1,2014,D,Dime,Roosevelt Dimes,,dime,,2014_D_dime
1,2014,W,Dollar,American Eagle,Burnished,american-eagle-silver,,2014_W_american-eagle-silver
1,2014,,Dollar,American Eagle,,american-eagle-silver,,2014_american-eagle-silver
1,2014,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2014_lincoln-cent
1,2014,S,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,2014_S_lincoln-cent
1,2015,S,1,Presidential Dollars,Lyndon Johnson,presidential-dollars,lyndon-johnson,2015_S_lyndon-johnson_presidential-dollars
1,2015,P,Dime,Roosevelt Dimes,,dime,,2015_P_dime
1,2015,D,Dime,Roosevelt Dimes,,dime,,2015_D_dime
1,2015,S,Penny,Lincoln Head Cent,Lincoln Shield,lincoln-cent,,2015_S_lincoln-cent
1,2015,D,Penny,Lincoln Shield Cent,Lincoln Shield,lincoln-cent,,2015_D_lincoln-cent
1,2016,D,Dime,Roosevelt Dimes,,dime,,2016_D_dime
1,2016,P,Dime,Roosevelt Dimes,,dime,,2016_P_dime
1,2016,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2016_D_kennedy-half-dollar
1,2016,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2016_P_kennedy-half-dollar
1,2016,D,Penny,Lincoln Shield Cent,Lincoln Shield,lincoln-cent,,2016_D_lincoln-cent
1,2016,S,Penny,Lincoln Shield Cent,Lincoln Shield,lincoln-cent,,2016_S_lincoln-cent
1,2016,,Penny,Lincoln Shield Cent,Lincoln Shield,lincoln-cent,,2016_lincoln-cent
1,2017,D,Dime,Roosevelt Dimes,,dime,,2017_D_dime
1,2017,P,Dime,Roosevelt Dimes,,dime,,2017_P_dime
1,2017,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2017_D_kennedy-half-dollar
1,2017,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,2017_P_kennedy-half-dollar
1,2018,D,Dime,Roosevelt Dimes,,dime,,2018_D_dime
1,2018,P,Dime,Roosevelt Dimes,,dime,,2018_P_dime
1,2019,D,Dime,Roosevelt Dimes,,dime,,2019_D_dime
1,2019,P,Dime,Roosevelt Dimes,,dime,,2019_P_dime
1,2020,D,Dime,Roosevelt Dimes,,dime,,2020_D_dime
1,2020,P,Dime,Roosevelt Dimes,,dime,,2020_P_dime
1,2020,W,Dollar,American Eagle,,american-eagle-silver,,2020_W_american-eagle-silver
1,2020,W,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,2020_W_jefferson-nickel
1,2021,W,American Silver Eagle Dollar,American Silver Eagle,Mercanti Signed Label,american-eagle-silver,,2021_W_american-eagle-silver
1,2021,D,Dime,Roosevelt Dimes,,dime,,2021_D_dime
1,2021,P,Dime,Roosevelt Dimes,,dime,,2021_P_dime
1,2021,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2021_P_kennedy-half-dollar
1,2021,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2021_D_kennedy-half-dollar
1,2021,S,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2021_S_kennedy-half-dollar
1,2022,D,Dime,Roosevelt Dimes,,dime,,2022_D_dime
1,2022,P,Dime,Roosevelt Dimes,,dime,,2022_P_dime
1,2022,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,2022_P_kennedy-half-dollar
1,2023,D,Dime,Roosevelt Dimes,,dime,,2023_D_dime
1,2023,P,Dime,Roosevelt Dimes,,dime,,2023_P_dime
1,2023,D,Kennedy Half Dollar,,,kennedy-half-dollar,,2023_D_kennedy-half-dollar
1,2023,P,Kennedy Half Dollar,,,kennedy-half-dollar,,2023_P_kennedy-half-dollar
1,2023,,Lincoln Cent,,,lincoln-cent,,2023_lincoln-cent
1,2023,D,Lincoln Cent,,,lincoln-cent,,2023_D_lincoln-cent
1,2023,S,Lincoln Cent,,,lincoln-cent,,2023_S_lincoln-cent
1,2024,D,Kennedy Half Dollar,Kennedy Half Dollar,,kennedy-half-dollar,,2024_D_kennedy-half-dollar
1,2024,,Lincoln Cent,,,lincoln-cent,,2024_lincoln-cent
1,2024,D,Lincoln Cent,,,lincoln-cent,,2024_D_lincoln-cent
1,2024,,Morgan silver dollar,,,morgan-dollar,,2024_morgan-dollar
1,2024,S,Roosevelt Dime,,,dime,,2024_S_dime
1,2024,D,Roosevelt Dime,,,dime,,2024_D_dime
1,2071,S,Dime,Roosevelt Dimes,,dime,,2071_S_dime
