Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse,Has Reverse,Grok Verified
banknote,U.S. Banknotes,Two Dollars,1918,,Fr. 747-I - Teehee/Burke Signatures - Blue Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1918,,Fr. 747-J - Teehee/Burke Signatures - Blue Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1918,,Fr. 747-K - Teehee/Burke Signatures - Blue Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1918,,Fr. 747-L - Teehee/Burke Signatures - Blue Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1928,,Fr. 1501 - Tate/Mellon Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1953,,Fr. 1509 - Priest/Humphrey Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1963,,Fr. 1513 - Granahan/Dillon Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-A - Neff/Simon Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-B - Neff/Simon Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-C - Neff/Simon Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-D - Neff/Simon Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-E - Neff/Simon Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-F - Neff/Simon Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-G - Neff/Simon Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-H - Neff/Simon Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-I - Neff/Simon Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-J - Neff/Simon Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-K - Neff/Simon Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1976,,Fr. 1935-L - Neff/Simon Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-A - Withrow/Rubin Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-B - Withrow/Rubin Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-C - Withrow/Rubin Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-D - Withrow/Rubin Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-E - Withrow/Rubin Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-F - Withrow/Rubin Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-G - Withrow/Rubin Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-H - Withrow/Rubin Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-I - Withrow/Rubin Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-J - Withrow/Rubin Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-K - Withrow/Rubin Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,1995,,Fr. 1936-L - Withrow/Rubin Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-A - Rios/Lew Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-B - Rios/Lew Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-C - Rios/Lew Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-D - Rios/Lew Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-E - Rios/Lew Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-F - Rios/Lew Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-G - Rios/Lew Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-H - Rios/Lew Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-I - Rios/Lew Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-J - Rios/Lew Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-K - Rios/Lew Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Two Dollars,2013,,Fr. 1940-L - Rios/Lew Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1861,,Fr. 2 - Demand Note - Boston - Signed for the Register and Treasurer,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Five Dollars,1869,,Fr. 61 - Allison/Spinner Signatures - Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Five Dollars,1907,,Fr. 91 - Teehee/Burke Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1896,,Fr. 271 - Tillman/Morgan Signatures - Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Five Dollars,1899,,Fr. 280 - Lyons/Treat Signatures - Blue Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Five Dollars,1923,,Fr. 282 - Speelman/White Signatures - Blue Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1890,,Fr. 359 - Rosecrans/Huston Signatures - Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Five Dollars,1913,,Fr. 1167 - Parker/Burke Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-A - Teehee/Burke Signatures - Blue Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-B - Teehee/Burke Signatures - Blue Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-C - Teehee/Burke Signatures - Blue Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-D - Teehee/Burke Signatures - Blue Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-E - Teehee/Burke Signatures - Blue Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-F - Teehee/Burke Signatures - Blue Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-G - Teehee/Burke Signatures - Blue Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-H - Teehee/Burke Signatures - Blue Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-I - Teehee/Burke Signatures - Blue Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-J - Teehee/Burke Signatures - Blue Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-K - Teehee/Burke Signatures - Blue Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1918,,Fr. 910-L - Teehee/Burke Signatures - Blue Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-A - Burke/McAdoo Signatures - Red Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-B - Burke/McAdoo Signatures - Red Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-C - Burke/McAdoo Signatures - Red Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-D - Burke/McAdoo Signatures - Red Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-E - Burke/McAdoo Signatures - Red Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-F - Burke/McAdoo Signatures - Red Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-G - Burke/McAdoo Signatures - Red Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-H - Burke/McAdoo Signatures - Red Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-I - Burke/McAdoo Signatures - Red Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-J - Burke/McAdoo Signatures - Red Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-K - Burke/McAdoo Signatures - Red Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1914,,Fr. 832-L - Burke/McAdoo Signatures - Red Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-A - Woods/Mellon Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-B - Woods/Mellon Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-C - Woods/Mellon Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-D - Woods/Mellon Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-E - Woods/Mellon Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-F - Woods/Mellon Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-G - Woods/Mellon Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-H - Woods/Mellon Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-I - Woods/Mellon Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-J - Woods/Mellon Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-K - Woods/Mellon Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1928,,Fr. 1950-L - Woods/Mellon Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1953,,Fr. 1655 - Priest/Humphrey Signatures - Blue Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1963,,Fr. 1536 - Granahan/Dillon Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-A - Withrow/Rubin Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-B - Withrow/Rubin Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-C - Withrow/Rubin Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-D - Withrow/Rubin Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-E - Withrow/Rubin Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-F - Withrow/Rubin Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-G - Withrow/Rubin Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-H - Withrow/Rubin Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-I - Withrow/Rubin Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-J - Withrow/Rubin Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-K - Withrow/Rubin Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,1996,,Fr. 1980-L - Withrow/Rubin Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Five Dollars,2006,,Fr. 2000 - Cabral/Paulson Signatures - Green Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1861,,Fr. 5 - For the Register/For the Treasurer Signatures - No Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Ten Dollars,1869,,Fr. 96 - Allison/Spinner Signatures - Large Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Ten Dollars,1901,,Fr. 122 - Lyons/Treat Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1891,,Fr. 291 - Rosecrans/Nebeker Signatures - Small Carmine Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Ten Dollars,1891,,Fr. 369 - Rosecrans/Nebeker Signatures - Small Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Ten Dollars,1907,,Fr. 1172 - Lyons/Treat Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-A - Teehee/Burke Signatures - Blue Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-B - Teehee/Burke Signatures - Blue Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-C - Teehee/Burke Signatures - Blue Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-D - Teehee/Burke Signatures - Blue Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-E - Teehee/Burke Signatures - Blue Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-F - Teehee/Burke Signatures - Blue Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-G - Teehee/Burke Signatures - Blue Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-H - Teehee/Burke Signatures - Blue Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-I - Teehee/Burke Signatures - Blue Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-J - Teehee/Burke Signatures - Blue Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-K - Teehee/Burke Signatures - Blue Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1918,,Fr. 751-L - Teehee/Burke Signatures - Blue Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-A - White/Mellon Signatures - Blue Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-B - White/Mellon Signatures - Blue Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-C - White/Mellon Signatures - Blue Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-D - White/Mellon Signatures - Blue Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-E - White/Mellon Signatures - Blue Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-F - White/Mellon Signatures - Blue Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-G - White/Mellon Signatures - Blue Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-H - White/Mellon Signatures - Blue Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-I - White/Mellon Signatures - Blue Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-J - White/Mellon Signatures - Blue Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-K - White/Mellon Signatures - Blue Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1914,,Fr. 911-L - White/Mellon Signatures - Blue Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1928,,Fr. 2400 - Woods/Mellon Signatures - Gold Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1933,,Fr. 1700 - Julian/Morgenthau Signatures - Blue Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-A - Julian/Morgenthau Signatures - Brown Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-B - Julian/Morgenthau Signatures - Brown Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-C - Julian/Morgenthau Signatures - Brown Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-D - Julian/Morgenthau Signatures - Brown Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-E - Julian/Morgenthau Signatures - Brown Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-F - Julian/Morgenthau Signatures - Brown Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-G - Julian/Morgenthau Signatures - Brown Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-H - Julian/Morgenthau Signatures - Brown Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-I - Julian/Morgenthau Signatures - Brown Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-J - Julian/Morgenthau Signatures - Brown Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-K - Julian/Morgenthau Signatures - Brown Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2302-L - Julian/Morgenthau Signatures - Brown Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-A - Julian/Morgenthau Signatures - Yellow Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-B - Julian/Morgenthau Signatures - Yellow Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-C - Julian/Morgenthau Signatures - Yellow Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-D - Julian/Morgenthau Signatures - Yellow Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-E - Julian/Morgenthau Signatures - Yellow Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-F - Julian/Morgenthau Signatures - Yellow Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-G - Julian/Morgenthau Signatures - Yellow Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-H - Julian/Morgenthau Signatures - Yellow Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-I - Julian/Morgenthau Signatures - Yellow Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-J - Julian/Morgenthau Signatures - Yellow Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-K - Julian/Morgenthau Signatures - Yellow Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1934,,Fr. 2309-L - Julian/Morgenthau Signatures - Yellow Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,1928,,Fr. 1420 - Woods/Woodin Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-A - Rios/Lew Signatures - Green Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-B - Rios/Lew Signatures - Green Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-C - Rios/Lew Signatures - Green Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-D - Rios/Lew Signatures - Green Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-E - Rios/Lew Signatures - Green Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-F - Rios/Lew Signatures - Green Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-G - Rios/Lew Signatures - Green Seal - Chicago [G],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-H - Rios/Lew Signatures - Green Seal - St. Louis [H],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-I - Rios/Lew Signatures - Green Seal - Minneapolis [I],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-J - Rios/Lew Signatures - Green Seal - Kansas City [J],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-K - Rios/Lew Signatures - Green Seal - Dallas [K],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Ten Dollars,2013,,Fr. 2042-L - Rios/Lew Signatures - Green Seal - San Francisco [L],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1861,,Fr. 11 - Chittenden/Spinner Signatures - No Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1869,,Fr. 127 - Allison/Spinner Signatures - Large Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1880,,Fr. 134 - Bruce/Wyman Signatures - Large Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1886,,Fr. 305 - Rosecrans/Jordan Signatures - Large Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1890,,Fr. 373 - Rosecrans/Huston Signatures - Large Brown Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1891,,Fr. 375 - Rosecrans/Nebeker Signatures - Small Red Seal,Yes,Yes,Yes,Yes
banknote,U.S. Banknotes,Twenty Dollars,1905,,Fr. 1179 - Lyons/Treat Signatures - Red Seal,Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-A - Burke/McAdoo Signatures - Red Seal - Boston [A],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-B - Burke/McAdoo Signatures - Red Seal - New York [B],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-C - Burke/McAdoo Signatures - Red Seal - Philadelphia [C],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-D - Burke/McAdoo Signatures - Red Seal - Cleveland [D],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-E - Burke/McAdoo Signatures - Red Seal - Richmond [E],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-F - Burke/McAdoo Signatures - Red Seal - Atlanta [F],Yes,Yes,Yes,No
banknote,U.S. Banknotes,Twenty Dollars,1914,,Fr. 954-G - Burke/McAdoo Signatures - Red Seal - Chicago [G],Yes,Yes,Yes,No
