Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse,Has Reverse,Grok Verified
coin,Dollar,Two Dollars,,,2 Dollars,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars,Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Five Hundred Dollars,,,500 Dollars,Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Two Dollars,,,2002 Dollars (Bravery Promissory Note),Yes,No,No,No
coin,Dollar,Four Dollars,,,2004 Dollars (Total Victory Note),Yes,No,No,No
coin,Dollar,Four Dollars,,,2004 Dollars (Conservative Greed Note),Yes,No,No,No
coin,Dollar,One Dollar,,,9 Dollars (Lib Obstruction Note),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollars - Donald Trump (45th President of The United States; Gold plated),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollars - The Million-Dollar Question,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Cumming Pool Hall (Danbury, Nebraska)",Yes,No,No,No
coin,Dollar,One Cent,,,98 cents (Liberal Guaranty Note),Yes,No,No,No
coin,Dollar,One Dollar,,,10 000 000 Dollars (Ronald Reagan),Yes,No,No,No
coin,Dollar,Four Dollars,,,4 Dollars (Liberal Reserve Note),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - M.L. Delaney (David City, Nebraska)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Silver Certificate; Yellow Seal - North Africa),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - B.C.P.,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Diamond Shine Carwash (Cumberland, Maryland)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Caesars Palace (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (United States Note),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Silver Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents (""Postage Currency"" - 1st issue)",Yes,No,No,No
coin,Dollar,Five Cents,,,"15 Cents (""Fractional Currency"" - 4th series)",Yes,No,No,No
coin,Quarter,One Dollar,,,¼ oz Silver (Standing Liberty),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar - Red Goose Shoes (Small Lettering),Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars (National Bank Note; ""Brown Back"")",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Nicollet Self Service (Minneapolis, Minnesota)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - N.C.O. Club (Pope Air Force Base, North Carolina)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - H.W. Holtgrewe (Daykin, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Smiley's (McHenry, Maryland)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - Nonrefundable Carwash,Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars,Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars,Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,100 000 Dollars (Gold Certificate),Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,"10 000 Dollars (Federal Reserve Note; ""Redeemable in Gold"")",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars (Federal Reserve Bank Note; Brown Seal),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - J.E. Wallace Atlantic Gardens,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars,Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents,Yes,No,No,No
coin,Quarter,Quarter Dollar,,,Double Headed Washington Quarter,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Matt Weber (Saint Paul, Minnesota)",Yes,No,No,No
coin,Dollar,Three Cents,,,"3 Cents - Washington Mutual, Inc.",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars (1st issue),Yes,No,No,No
coin,Dollar,Four Dollars,,,4 Dollars (tee time 2002),Yes,No,No,No
coin,Dollar,Four Dollars,,,44 Dollars (Barack H. Obama),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollards (World war I),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollars (Attack on Pearl Harbor),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollards (THE INVASION OF NORMANDIE),Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 Dollards (101st AIRBORNE DIVISION),Yes,No,No,No
coin,Quarter,One Dollar,,,¼ oz Silver (King Tut Art Round),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cents - The Tombs Prison (Manhattan, New York)",Yes,No,No,No
coin,Quarter,One Dollar,,,¼ oz Silver (Liberty),Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,Trump Dollar (Trump The Government),Yes,No,No,No
coin,Dollar,One Dollar,,,Trump Dollar (United States Presidential Inauguration),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Chas. Fey and Son (San Francisco, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Kalākaua,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Large-Size Federal Reserve Bank Note),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Silver Certificate),Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (Silver Certificate),Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars (Large-Size Federal Reserve Note),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - Princess Casinos,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Space Dollar - Galaxy World,Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (State of Alabama),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Cent,,,"6¼ Cents - Tonopah Club (Tonopah, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"⅙ Dollar (""Continental Currency"" - United Colonies)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - W. H. Foster, Inc. (Walla Walla, Washington)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Gold Certificate; Gold Seal left),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Minature),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Keystone Pizza (Boise, Idaho)",Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars - Movie Money,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Movie Money,Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Monte's (Stayton, Oregon)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - George Junior Republic (Freeville, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Pope Air Force Base (Fayetteville, North Carolina)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - N.C.O. Club (Pope Air Force Base, North Carolina)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars (Gold Certificate; Gold Seal left),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - N.C.O. Club (Pope Air Force Base, North Carolina)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - N.C.O. Club (Pope Air Force Base, North Carolina)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 oz Silver (Morgan Dollar),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Silver Certificate; Blue Seal and 10),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Penny - Thatcher Chapter No.101 (Cleveland, Ohio)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - 100th Anniversary Oregon (Albany, Oregon)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Watling Mfg. Co. (Chicago, Illinois)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Chas. Hrabak (Dodge, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Boyer and Koerwitz (Deshler, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"15 Cents - Mitch's Tavern (Raleigh, North Carolina)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Wearden's Cash Store (Goliad, Texas)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,One Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,So-Called Dollar - Ferris Wheel Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,Michigan Dollar - World's Columbian Exposition,Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Athens Hotel (Athens, New York)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Connecticut),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Western Produce Co. (Clearwater, Nebraska)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Western Produce Co. (Clearwater, Nebraska)",Yes,No,No,No
coin,Dollar,Half Cent,,,"2½ Cents - Carbone's Tavern (St. Louis, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - The House of Crane (Evansville, Indiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Ritz Cigar Store (Pendleton, Indiana)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - 100th Anniversary Oregon (Gresham, Oregon)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents (""Fractional Currency"" - 4th series)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Riverboat Hotel Casino (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 000 000 000 000 000 Dollars (Liberty),Yes,No,No,No
coin,Dollar,Three Dollars,,,3 Dollars (Hillary Clinton),Yes,No,No,No
coin,Half Dollar,One Dollar,,,"1 Dollar - Solar Car Wash (El Cerrito, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Massachusetts),Yes,No,No,No
coin,Quarter,One Dollar,,,1 Ounce - Celtic Lore Series (Cernunnos),Yes,No,No,No
coin,Quarter,One Dollar,,,1 Ounce - Anonymous Mint (Loki),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce Copper - Silver Shield (Dragon Dollar),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Dakota Territory Centennial (Bismarck, North Dakota)",Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars (United States Note - ""Woodchopper note"")",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Maryland),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - South Carolina),Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars (Confederate Loan),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Santa Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Wild Safari),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Endangered Species; Tiger),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Chinese Dragon),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Zodiac; Cancer),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Statue of Liberty),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (American Way),Yes,No,No,No
coin,Quarter,Five Dollars,,,25 Dollars (New York State),Yes,No,No,No
coin,Dollar,One Dollar,,,7 Dollars (Space Shuttle Challenger),Yes,No,No,No
coin,Dollar,One Dollar,,,107 Dollars (Space Shuttle Columbia),Yes,No,No,No
coin,Dollar,One Dollar,,,2001 Dollars (911; FDNY),Yes,No,No,No
coin,Dollar,One Dollar,,,911 Dollars (Vigilant; 9/11 2nd Anniversary),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars (Operation Iraqi Freedom),Yes,No,No,No
coin,Quarter,One Dollar,,,1788 Dollars (New York State),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars (Dragons),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars (Lighthouse),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars (Dinosaurs),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars - Tropical Frogs,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars (Miss Liberty),Yes,No,No,No
coin,Dollar,One Dollar,,,200 Dollars (Dubya; George W. Bush),Yes,No,No,No
coin,Dollar,One Dollar,,,1861 Dollars (The U.S. Civil War),Yes,No,No,No
coin,Half Dollar,One Dollar,,,½ Ounce - Highland Mint (Morgan Dollar),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Women’s Suffrage Centennial),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - T. H. Sheridan (Berlin, New Hampshire)",Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars · Teller Practice Banknote · (United States of America),Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Military Payment Certificate),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Crawford, Nebraska (Crawford Diamond Jubilee)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,5 Disney Dollars,Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents (""Fractional Currency"" - 5th series)",Yes,No,No,No
coin,Dollar,One Dollar,,,10 Disney Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 oz Silver (Silver Shield - Merica),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce - 50 Zombucks (Slayed Dollar),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - N.C.O. Open Mess (Charleston Air Force Base, South Carolina)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - N.C.O. Open Mess (Charleston Air Force Base, South Carolina)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,Squared Quarter,Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Barbara Bush; Bullion Coinage),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (President Series; Franklin D. Roosevelt),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (President Series; Theodore Roosevelt),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (President Series; Abraham Lincoln),Yes,No,No,No
coin,Dollar,One Dollar,,,Independence Day (Limited Edition Fantasy Note),Yes,No,No,No
coin,Dollar,One Dollar,,,Federal Obama Note,Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Golden Dragons (Fantasy Note; Game of Thrones),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Star Wars),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Endangered Species Series; Sharks),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Leonardo da Vinci),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Million Dollars - Legends Series (Dalai Lama),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Fantasy Note; Gay Pride),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Fantasy Note; RMS Titanic),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Fantasy Note; Freemasons),Yes,No,No,No
coin,Dollar,One Dollar,,,One Million Dollars (Fantasy Note; Harry Potter),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Zillion Dollars (Eagle),Yes,No,No,No
coin,Dollar,One Dollar,,,Ten Thousand Dollars (Fantasy Note; Gold Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Carolina Mercantile Co. (Penland, North Carolina)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - F.E. Brown (Crab Orchard, Nebraska)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,Squared Quarter,Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - AAFES Gift Certificate (11H5),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - N.C.O. Open Mess (Charleston Air Force Base, South Carolina)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - N.C.O. Open Mess (Charleston Air Force Base, South Carolina)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Quarter,One Dollar,,,¼ oz Silver (Barack Obama Nobel Peace Prize),Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dollar,,,20 Jefferson Dollars,Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Champlain Anniversary Festival (Burlington, Vermont)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (State of Georgia),Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars (State of Georgia),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - 300th Anniversary Town of Rye (Rye, Westchester County, New York)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Smith Bros. (Colby, Kansas)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Bill Crow's Mint (Carson City, Nevada)",Yes,No,No,No
coin,Half Dollar,Half Cent,,,"2½ Cents - The Pastime (Yakima, Washington)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - C. F. Lubke (Clermont, Iowa)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - E. P. Krogh (Pingree, North Dakota)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - The L. Banker Mer. Co. (Russell, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - The L. Banker Mer. Co. (Russell, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Dieter Mercantile Co. (Miltonvale, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Dieter Mercantile Co. (Miltonvale, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Dieter Mercantile Co. (Miltonvale, Kansas)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Dieter Mercantile Co. (Miltonvale, Kansas)",Yes,No,No,No
coin,Dollar,Two and a Half Dollars,,,"2½ Dollars - Dieter Mercantile Co. (Miltonvale, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - L. C. Williams (Oakville, Iowa)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - L. C. Williams (Oakville, Iowa)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Klamath Billiard Co. (Klamath Falls, Oregon)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - A. A. Miller (Jefferson, Oregon)",Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars - Dumont Mercantile Co. (Dumont, Iowa)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Lorain Elks (Lorain, Ohio)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Treasure Island (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce (Draped Bust Dollar),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Peter Mueller (Cincinnati, Ohio - 2018 Central Ave.)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - T. A. Blackburn and Co. (York, Nebraska)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - W. L. Peterson (Cordova, Nebraska)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - T. A. Blackburn (York, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - R.W. Atcher (Boston, Kentucky)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Thompson (Kerry, Oregon)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - D. F. Petersen (Ward, South Dakota)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Clifton's Market (Hurricane, Utah)",Yes,No,No,No
coin,Quarter,One Dollar,,,2 oz Silver (Molon Labe VI),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Farmers Produce Co. (Genoa, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Hemenway and Moser (Nampa, Idaho)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Jewell Ridge Coal Corp. (Jewell Ridge, Virginia)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents (Military Payment Certificate),Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (Military Payment Certificate),Yes,No,No,No
coin,Quarter,One Dollar,,,¼ oz Silver (Charles Barber’s Dragon Pattern),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Disney Dollar,Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars (Federal Reserve Bank Note; Brown Seal),Yes,No,No,No
coin,Dollar,One Dollar,,,Jeton One US Dollar,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - M. S. Hackler (Tampa, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - M. S. Hackler (Tampa, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - M. S. Hackler (Tampa, Kansas)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - M. S. Hackler (Tampa, Kansas)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - M. S. Hackler (Tampa, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - C. A. Nelson (Assaria, Kansas)",Yes,No,No,No
