original,new_file,attribution
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1602.jpg,Numista.AI Hardware Agent,20260324_1602,USA,,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1602.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1602.jpg,Numista.AI Hardware Agent,20260324_1602,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1602.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1602.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1602.jpg,Numista.AI Hardware Agent,20260324_1602,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1602.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1602.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,Numista.AI Hardware Agent,20260324_1610,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1610.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1610.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,Numista.AI Hardware Agent,20260324_1629,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1629.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,Numista.AI Hardware Agent,20260324_1628,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1628.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1628.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,Numista.AI Hardware Agent,20260324_1629,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1629.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,Numista.AI Hardware Agent,20260324_1629,United States,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1629.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1629.jpg
