original,new_file,attribution
SemiQ-Gettysburg-Reverse-Unc.jpg,attributed_SemiQ-Gettysburg-Reverse-Unc.jpg,United States Mint image
SemiQ-Mayflower-Reverse-Unc.jpg,attributed_SemiQ-Mayflower-Reverse-Unc.jpg,United States Mint image
SemiQ-Constitution-Reverse-Unc (1).jpg,attributed_SemiQ-Constitution-Reverse-Unc (1).jpg,United States Mint image
Native-American-$1-Proof-Reverse (1).jpg,attributed_Native-American-$1-Proof-Reverse (1).jpg,United States Mint image
SemiQ-Penny-Reverse-Unc (1).jpg,attributed_SemiQ-Penny-Reverse-Unc (1).jpg,United States Mint image
SemiQ-Constitution-Reverse-Proof (1).jpg,attributed_SemiQ-Constitution-Reverse-Proof (1).jpg,United States Mint image
2025 American Liberty 1oz Gold Obv 2000x2000.jpg,attributed_2025 American Liberty 1oz Gold Obv 2000x2000.jpg,United States Mint image
2023-american-eagle-palladium-one-ounce-bullion-coin-reverse (1).jpg,attributed_2023-american-eagle-palladium-one-ounce-bullion-coin-reverse (1).jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-reverse (1).jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-reverse (1).jpg,United States Mint image
SemiQ-Declaration-Reverse-Proof.jpg,attributed_SemiQ-Declaration-Reverse-Proof.jpg,United States Mint image
American-Eagle-Platinum-Proof-Obverse.jpg,attributed_American-Eagle-Platinum-Proof-Obverse.jpg,United States Mint image
2025-Morgan-Unc-Obverse.jpg,attributed_2025-Morgan-Unc-Obverse.jpg,United States Mint image
2025-american-women-quarters-coin-ida-wells-proof-reverse (1).jpg,attributed_2025-american-women-quarters-coin-ida-wells-proof-reverse (1).jpg,United States Mint image
2025-american-women-quarters-coin-juliette-gordon-low-uncirculated-reverse (1).jpg,attributed_2025-american-women-quarters-coin-juliette-gordon-low-uncirculated-reverse (1).jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-clad-uncirculated-obverse (1).jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-clad-uncirculated-obverse (1).jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-clad-proof-reverse.jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-clad-proof-reverse.jpg,United States Mint image
SemiQ-Nickel-Obverse-Unc-P (1).jpg,attributed_SemiQ-Nickel-Obverse-Unc-P (1).jpg,United States Mint image
SemiQ-Declaration-Obverse-Unc-P.jpg,attributed_SemiQ-Declaration-Obverse-Unc-P.jpg,United States Mint image
SemiQ-Revolutionary-War-Obverse-Unc-D (1).jpg,attributed_SemiQ-Revolutionary-War-Obverse-Unc-D (1).jpg,United States Mint image
Native-American-$1-Unc-Reverse.jpg,attributed_Native-American-$1-Unc-Reverse.jpg,United States Mint image
2025-Peace-Proof-Reverse.jpg,attributed_2025-Peace-Proof-Reverse.jpg,United States Mint image
SemiQ-Constitution-Obverse-Unc-P (1).jpg,attributed_SemiQ-Constitution-Obverse-Unc-P (1).jpg,United States Mint image
SemiQ-Declaration-Reverse-Proof (1).jpg,attributed_SemiQ-Declaration-Reverse-Proof (1).jpg,United States Mint image
2025-american-buffalo-one-ounce-gold-proof-coin-obverse.jpg,attributed_2025-american-buffalo-one-ounce-gold-proof-coin-obverse.jpg,United States Mint image
Native-American-$1-Proof-Obverse.jpg,attributed_Native-American-$1-Proof-Obverse.jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-reverse.jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-reverse.jpg,United States Mint image
SemiQ-Penny-Obverse-Unc-P (1).jpg,attributed_SemiQ-Penny-Obverse-Unc-P (1).jpg,United States Mint image
2025-Morgan-Proof-Reverse (1).jpg,attributed_2025-Morgan-Proof-Reverse (1).jpg,United States Mint image
SemiQ-Gettysburg-Reverse-Proof.jpg,attributed_SemiQ-Gettysburg-Reverse-Proof.jpg,United States Mint image
2023-american-eagle-platinum-one-ounce-bullion-coin-reverse (1).jpg,attributed_2023-american-eagle-platinum-one-ounce-bullion-coin-reverse (1).jpg,United States Mint image
American-Innovation-Unc-Reverse-Minnesota.jpg,attributed_American-Innovation-Unc-Reverse-Minnesota.jpg,United States Mint image
2025-american-eagle-palladium-reverse-proof-reverse.jpg,attributed_2025-american-eagle-palladium-reverse-proof-reverse.jpg,United States Mint image
2025-american-women-quarters-coin-ida-wells-proof-reverse.jpg,attributed_2025-american-women-quarters-coin-ida-wells-proof-reverse.jpg,United States Mint image
American-Innovation-Unc-Reverse-Minnesota (1).jpg,attributed_American-Innovation-Unc-Reverse-Minnesota (1).jpg,United States Mint image
2024-american-eagle-palladium-one-ounce-proof-coin-reverse.jpg,attributed_2024-american-eagle-palladium-one-ounce-proof-coin-reverse.jpg,United States Mint image
SemiQ-Constitution-Reverse-Proof.jpg,attributed_SemiQ-Constitution-Reverse-Proof.jpg,United States Mint image
Walking-Liberty-Gold-Reverse (1).jpg,attributed_Walking-Liberty-Gold-Reverse (1).jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-obverse.jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-silver-proof-obverse.jpg,United States Mint image
SemiQ-Dime-Reverse-Unc.jpg,attributed_SemiQ-Dime-Reverse-Unc.jpg,United States Mint image
2025-jefferson-nickel-uncirculated-obverse-philadelphia (1).jpg,attributed_2025-jefferson-nickel-uncirculated-obverse-philadelphia (1).jpg,United States Mint image
2025-american-eagle-gold-one-ounce-proof-coin-reverse (1).jpg,attributed_2025-american-eagle-gold-one-ounce-proof-coin-reverse (1).jpg,United States Mint image
2025-american-women-quarters-coin-proof-obverse (1).jpg,attributed_2025-american-women-quarters-coin-proof-obverse (1).jpg,United States Mint image
Walking-Liberty-Gold-Obverse.jpg,attributed_Walking-Liberty-Gold-Obverse.jpg,United States Mint image
2025-american-women-quarters-coin-vera-rubin-uncirculated-reverse (1).jpg,attributed_2025-american-women-quarters-coin-vera-rubin-uncirculated-reverse (1).jpg,United States Mint image
SemiQ-Half-Dollar-Obverse-Unc-D (1).jpg,attributed_SemiQ-Half-Dollar-Obverse-Unc-D (1).jpg,United States Mint image
2025 American Liberty 1oz Gold Rev 2000x2000.jpg,attributed_2025 American Liberty 1oz Gold Rev 2000x2000.jpg,United States Mint image
Omega-Penny-Reverse (1).jpg,attributed_Omega-Penny-Reverse (1).jpg,United States Mint image
1804-dollar-gold-reverse.jpg,attributed_1804-dollar-gold-reverse.jpg,United States Mint image
2025-american-women-quarters-coin-ida-wells-uncirculated-reverse (1).jpg,attributed_2025-american-women-quarters-coin-ida-wells-uncirculated-reverse (1).jpg,United States Mint image
2025-american-eagle-silver-proof-army-privy-obverse (1).jpg,attributed_2025-american-eagle-silver-proof-army-privy-obverse (1).jpg,United States Mint image
2025-jefferson-nickel-uncirculated-obverse-denver (1).jpg,attributed_2025-jefferson-nickel-uncirculated-obverse-denver (1).jpg,United States Mint image
SemiQ-Constitution-Obverse-Unc-D.jpg,attributed_SemiQ-Constitution-Obverse-Unc-D.jpg,United States Mint image
2025-native-american-one-dollar-uncirculated-coin-obverse.jpg,attributed_2025-native-american-one-dollar-uncirculated-coin-obverse.jpg,United States Mint image
1907-saint-gaudens-semiq-gold-reverse (1).jpg,attributed_1907-saint-gaudens-semiq-gold-reverse (1).jpg,United States Mint image
2025-american-eagle-silver-one-ounce-uncirculated-coin-obverse.jpg,attributed_2025-american-eagle-silver-one-ounce-uncirculated-coin-obverse.jpg,United States Mint image
2025-american-women-quarters-coin-vera-rubin-proof-reverse (1).jpg,attributed_2025-american-women-quarters-coin-vera-rubin-proof-reverse (1).jpg,United States Mint image
2025-american-eagle-laser-privy-silver-proof-reverse.jpg,attributed_2025-american-eagle-laser-privy-silver-proof-reverse.jpg,United States Mint image
Half-Dollar-Proof-Obverse (1).jpg,attributed_Half-Dollar-Proof-Obverse (1).jpg,United States Mint image
2025-american-eagle-laser-privy-silver-proof-reverse (1).jpg,attributed_2025-american-eagle-laser-privy-silver-proof-reverse (1).jpg,United States Mint image
2025 American Liberty 1oz Gold Rev 2000x2000 (1).jpg,attributed_2025 American Liberty 1oz Gold Rev 2000x2000 (1).jpg,United States Mint image
Dime-Proof-Obverse.jpg,attributed_Dime-Proof-Obverse.jpg,United States Mint image
2025-jefferson-nickel-proof-obverse.jpg,attributed_2025-jefferson-nickel-proof-obverse.jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-gold-proof-reverse (1).jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-gold-proof-reverse (1).jpg,United States Mint image
2025-american-eagle-platinum-proof-coin-reverse.jpg,attributed_2025-american-eagle-platinum-proof-coin-reverse.jpg,United States Mint image
SemiQ-Penny-Obverse-Unc-P.jpg,attributed_SemiQ-Penny-Obverse-Unc-P.jpg,United States Mint image
2025-american-women-quarters-coin-vera-rubin-uncirculated-reverse.jpg,attributed_2025-american-women-quarters-coin-vera-rubin-uncirculated-reverse.jpg,United States Mint image
Omega-Penny-Reverse-Gold (1).jpg,attributed_Omega-Penny-Reverse-Gold (1).jpg,United States Mint image
American-Innovation-Unc-Reverse-Wisconsin (1).jpg,attributed_American-Innovation-Unc-Reverse-Wisconsin (1).jpg,United States Mint image
2025-american-eagle-silver-proof-army-privy-reverse.jpg,attributed_2025-american-eagle-silver-proof-army-privy-reverse.jpg,United States Mint image
2025-american-eagle-gold-one-ounce-proof-coin-reverse.jpg,attributed_2025-american-eagle-gold-one-ounce-proof-coin-reverse.jpg,United States Mint image
2025-american-women-quarters-coin-stacey-park-milbern-uncirculated-reverse.jpg,attributed_2025-american-women-quarters-coin-stacey-park-milbern-uncirculated-reverse.jpg,United States Mint image
2025-jefferson-nickel-proof-obverse (1).jpg,attributed_2025-jefferson-nickel-proof-obverse (1).jpg,United States Mint image
2025-native-american-one-dollar-uncirculated-coin-obverse (1).jpg,attributed_2025-native-american-one-dollar-uncirculated-coin-obverse (1).jpg,United States Mint image
2025 American Liberty 1oz Gold Obv 2000x2000 (1).jpg,attributed_2025 American Liberty 1oz Gold Obv 2000x2000 (1).jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-silver-uncirculated-reverse (1).jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-silver-uncirculated-reverse (1).jpg,United States Mint image
2025-roosevelt-dime-proof-reverse.jpg,attributed_2025-roosevelt-dime-proof-reverse.jpg,United States Mint image
2025-Superman-Gold-Obverse (1).jpg,attributed_2025-Superman-Gold-Obverse (1).jpg,United States Mint image
SemiQ-Nickel-Obverse-Unc-P.jpg,attributed_SemiQ-Nickel-Obverse-Unc-P.jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-gold-uncirculated-obverse.jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-gold-uncirculated-obverse.jpg,United States Mint image
Nickel-Proof-Obverse.jpg,attributed_Nickel-Proof-Obverse.jpg,United States Mint image
SemiQ-Constitution-Obverse-Unc-D (1).jpg,attributed_SemiQ-Constitution-Obverse-Unc-D (1).jpg,United States Mint image
SemiQ-Penny-Obverse-Unc-D.jpg,attributed_SemiQ-Penny-Obverse-Unc-D.jpg,United States Mint image
Nickel-Proof-Obverse (1).jpg,attributed_Nickel-Proof-Obverse (1).jpg,United States Mint image
SemiQ-Nickel-Obverse-Unc-D (1).jpg,attributed_SemiQ-Nickel-Obverse-Unc-D (1).jpg,United States Mint image
American-Eagle-Gold-Bullion-1oz-Obverse.jpg,attributed_American-Eagle-Gold-Bullion-1oz-Obverse.jpg,United States Mint image
American-Buffalo-Gold-Bullion-Obverse.jpg,attributed_American-Buffalo-Gold-Bullion-Obverse.jpg,United States Mint image
2025-native-american-one-dollar-proof-coin-reverse (1).jpg,attributed_2025-native-american-one-dollar-proof-coin-reverse (1).jpg,United States Mint image
SemiQ-Declaration-Obverse-Proof (1).jpg,attributed_SemiQ-Declaration-Obverse-Proof (1).jpg,United States Mint image
Native-American-$1-Unc-Obverse.jpg,attributed_Native-American-$1-Unc-Obverse.jpg,United States Mint image
2025-american-women-quarters-coin-uncirculated-obverse-denver (1).jpg,attributed_2025-american-women-quarters-coin-uncirculated-obverse-denver (1).jpg,United States Mint image
SemiQ-Declaration-Obverse-Proof.jpg,attributed_SemiQ-Declaration-Obverse-Proof.jpg,United States Mint image
2025-american-eagle-platinum-proof-coin-obverse.jpg,attributed_2025-american-eagle-platinum-proof-coin-obverse.jpg,United States Mint image
2025-roosevelt-dime-uncirculated-obverse-denver.jpg,attributed_2025-roosevelt-dime-uncirculated-obverse-denver.jpg,United States Mint image
2025-american-eagle-silver-one-ounce-uncirculated-coin-obverse (1).jpg,attributed_2025-american-eagle-silver-one-ounce-uncirculated-coin-obverse (1).jpg,United States Mint image
2025-Morgan-Proof-Obverse.jpg,attributed_2025-Morgan-Proof-Obverse.jpg,United States Mint image
SemiQ-Constitution-Reverse-Unc.jpg,attributed_SemiQ-Constitution-Reverse-Unc.jpg,United States Mint image
SemiQ-Half-Dollar-Reverse-Unc.jpg,attributed_SemiQ-Half-Dollar-Reverse-Unc.jpg,United States Mint image
American-Eagle-Platinum-Proof-Reverse (1).jpg,attributed_American-Eagle-Platinum-Proof-Reverse (1).jpg,United States Mint image
2025-american-eagle-silver-proof-army-privy-obverse.jpg,attributed_2025-american-eagle-silver-proof-army-privy-obverse.jpg,United States Mint image
1907-saint-gaudens-semiq-gold-obverse.jpg,attributed_1907-saint-gaudens-semiq-gold-obverse.jpg,United States Mint image
SemiQ-Nickel-Obverse-Unc-D.jpg,attributed_SemiQ-Nickel-Obverse-Unc-D.jpg,United States Mint image
American-Innovation-Unc-Reverse-Iowa.jpg,attributed_American-Innovation-Unc-Reverse-Iowa.jpg,United States Mint image
2025-jefferson-nickel-proof-reverse.jpg,attributed_2025-jefferson-nickel-proof-reverse.jpg,United States Mint image
Penny-Proof-Obverse.jpg,attributed_Penny-Proof-Obverse.jpg,United States Mint image
SemiQ-Constitution-Obverse-Proof.jpg,attributed_SemiQ-Constitution-Obverse-Proof.jpg,United States Mint image
2025-lincoln-penny-uncirculated-obverse-denver.jpg,attributed_2025-lincoln-penny-uncirculated-obverse-denver.jpg,United States Mint image
2025-american-eagle-gold-one-ounce-uncirculated-coin-obverse.jpg,attributed_2025-american-eagle-gold-one-ounce-uncirculated-coin-obverse.jpg,United States Mint image
American-Innovation-Unc-Reverse-California.jpg,attributed_American-Innovation-Unc-Reverse-California.jpg,United States Mint image
Penny-Proof-Reverse (1).jpg,attributed_Penny-Proof-Reverse (1).jpg,United States Mint image
SemiQ-Revolutionary-War-Obverse-Unc-P (1).jpg,attributed_SemiQ-Revolutionary-War-Obverse-Unc-P (1).jpg,United States Mint image
SemiQ-Half-Dollar-Obverse-Unc-P.jpg,attributed_SemiQ-Half-Dollar-Obverse-Unc-P.jpg,United States Mint image
2025-jefferson-nickel-proof-reverse (1).jpg,attributed_2025-jefferson-nickel-proof-reverse (1).jpg,United States Mint image
SemiQ-Constitution-Obverse-Proof (1).jpg,attributed_SemiQ-Constitution-Obverse-Proof (1).jpg,United States Mint image
2023-american-eagle-palladium-one-ounce-uncirculated-coin-reverse.jpg,attributed_2023-american-eagle-palladium-one-ounce-uncirculated-coin-reverse.jpg,United States Mint image
2025-american-women-quarters-coin-juliette-gordon-low-proof-reverse.jpg,attributed_2025-american-women-quarters-coin-juliette-gordon-low-proof-reverse.jpg,United States Mint image
2025-american-eagle-silver-proof-army-privy-reverse (1).jpg,attributed_2025-american-eagle-silver-proof-army-privy-reverse (1).jpg,United States Mint image
2025-american-buffalo-one-ounce-gold-proof-coin-reverse.jpg,attributed_2025-american-buffalo-one-ounce-gold-proof-coin-reverse.jpg,United States Mint image
2025-Batman-Gold-Proof-Coin-Reverse.jpg,attributed_2025-Batman-Gold-Proof-Coin-Reverse.jpg,United States Mint image
SemiQ-Dime-Obverse-Unc-D (1).jpg,attributed_SemiQ-Dime-Obverse-Unc-D (1).jpg,United States Mint image
2025-american-eagle-silver-proof-usmc-privy-obverse.jpg,attributed_2025-american-eagle-silver-proof-usmc-privy-obverse.jpg,United States Mint image
2025-us-marine-corps-250th-anniversary-commemorative-gold-proof-reverse.jpg,attributed_2025-us-marine-corps-250th-anniversary-commemorative-gold-proof-reverse.jpg,United States Mint image
SemiQ-Mayflower-Obverse-Unc-D (1).jpg,attributed_SemiQ-Mayflower-Obverse-Unc-D (1).jpg,United States Mint image
SemiQ-Declaration-Reverse-Unc.jpg,attributed_SemiQ-Declaration-Reverse-Unc.jpg,United States Mint image
2025-american-eagle-silver-one-ounce-uncirculated-coin-reverse.jpg,attributed_2025-american-eagle-silver-one-ounce-uncirculated-coin-reverse.jpg,United States Mint image
2025-lincoln-penny-uncirculated-reverse.jpg,attributed_2025-lincoln-penny-uncirculated-reverse.jpg,United States Mint image
2025-lincoln-penny-proof-reverse (1).jpg,attributed_2025-lincoln-penny-proof-reverse (1).jpg,United States Mint image
American-Eagle-Silver-Proof-Privy-Reverse.jpg,attributed_American-Eagle-Silver-Proof-Privy-Reverse.jpg,United States Mint image
American-Innovation-Unc-Obverse (1).jpg,attributed_American-Innovation-Unc-Obverse (1).jpg,United States Mint image
Standing-Liberty-Gold-Reverse (1).jpg,attributed_Standing-Liberty-Gold-Reverse (1).jpg,United States Mint image
SemiQ-Gettysburg-Obverse-Unc-P.jpg,attributed_SemiQ-Gettysburg-Obverse-Unc-P.jpg,United States Mint image
2025-roosevelt-dime-proof-reverse (1).jpg,attributed_2025-roosevelt-dime-proof-reverse (1).jpg,United States Mint image
2025-Peace-Unc-Reverse.jpg,attributed_2025-Peace-Unc-Reverse.jpg,United States Mint image
SemiQ-Revolutionary-War-Obverse-Proof (1).jpg,attributed_SemiQ-Revolutionary-War-Obverse-Proof (1).jpg,United States Mint image
American-Eagle-Gold-Proof-Obverse.jpg,attributed_American-Eagle-Gold-Proof-Obverse.jpg,United States Mint image
Dime-Proof-Reverse (1).jpg,attributed_Dime-Proof-Reverse (1).jpg,United States Mint image
2025-Superman-Gold-Reverse (1).jpg,attributed_2025-Superman-Gold-Reverse (1).jpg,United States Mint image
2025-native-american-one-dollar-uncirculated-coin-reverse (1).jpg,attributed_2025-native-american-one-dollar-uncirculated-coin-reverse (1).jpg,United States Mint image
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1521.jpg,Numista.AI Hardware Agent,20260324_1521,United States of America,2007,MS63
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
2007_George_Washington_Presidential_Dollar,2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,Numista.AI Hardware Agent,20260324_1601,USA,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Obverse_20260324_1601.jpg,gs://studio-9101802118-8c9a8-uploads/microscope/2007_George_Washington_Presidential_Dollar_Reverse_20260324_1601.jpg
